"genesysId","datasetId","value"
"390335","1038","12.00"
"485860","1038","13.00"
"390347","1038","14.00"
"263342","1038","16.00"
"136027","1038","16.00"
"263344","1038","17.00"
"263309","1038","18.00"
"485827","1038","18.00"
"263308","1038","19.00"
"135995","1038","19.00"
"390355","1038","20.00"
"485862","1038","20.00"
"390334","1038","21.00"
"485840","1038","21.00"
"136012","1038","22.00"
"390376","1038","22.00"
"263352","1038","22.00"
"390354","1038","23.00"
"485848","1038","23.00"
"390375","1038","23.00"
"390333","1038","24.00"
"263310","1038","25.00"
"485826","1038","25.00"
"135999","1038","25.00"
"390332","1038","25.00"
"485839","1038","25.00"
"390368","1038","25.00"
"390369","1038","25.00"
"136021","1038","25.00"
"263351","1038","25.00"
"135992","1038","26.00"
"263321","1038","26.00"
"390361","1038","26.00"
"485855","1038","26.00"
"390366","1038","26.00"
"390328","1038","27.00"
"136013","1038","27.00"
"485841","1038","27.00"
"390357","1038","27.00"
"136020","1038","27.00"
"390377","1038","27.00"
"390378","1038","27.00"
"263320","1038","28.00"
"485852","1038","28.00"
"390373","1038","28.00"
"263350","1038","28.00"
"136028","1038","28.00"
"485824","1038","29.00"
"485833","1038","29.00"
"136000","1038","29.00"
"485850","1038","29.00"
"263343","1038","29.00"
"390364","1038","29.00"
"485854","1038","29.00"
"485858","1038","29.00"
"390325","1038","30.00"
"485834","1038","30.00"
"390330","1038","30.00"
"136008","1038","30.00"
"263336","1038","30.00"
"390365","1038","30.00"
"485861","1038","30.00"
"390379","1038","30.00"
"485837","1038","31.00"
"390350","1038","31.00"
"136024","1038","31.00"
"135994","1038","32.00"
"136017","1038","32.00"
"136018","1038","32.00"
"485825","1038","33.00"
"263311","1038","33.00"
"485832","1038","33.00"
"390329","1038","33.00"
"263338","1038","33.00"
"263340","1038","33.00"
"390359","1038","33.00"
"485857","1038","33.00"
"136004","1038","34.00"
"263325","1038","34.00"
"136005","1038","34.00"
"390344","1038","34.00"
"390358","1038","34.00"
"485859","1038","34.00"
"263318","1038","35.00"
"136001","1038","35.00"
"263323","1038","35.00"
"263324","1038","35.00"
"485838","1038","35.00"
"390353","1038","35.00"
"390363","1038","35.00"
"390367","1038","35.00"
"263349","1038","35.00"
"390374","1038","35.00"
"263312","1038","36.00"
"390331","1038","36.00"
"390342","1038","36.00"
"390345","1038","36.00"
"263331","1038","36.00"
"136023","1038","36.00"
"136025","1038","36.00"
"263353","1038","36.00"
"136006","1038","37.00"
"263333","1038","37.00"
"263348","1038","37.00"
"390326","1038","38.00"
"485830","1038","38.00"
"263317","1038","38.00"
"485831","1038","38.00"
"390352","1038","38.00"
"485846","1038","38.00"
"263337","1038","38.00"
"485851","1038","38.00"
"136019","1038","38.00"
"263346","1038","38.00"
"136022","1038","38.00"
"390372","1038","38.00"
"485829","1038","39.00"
"263316","1038","39.00"
"485842","1038","39.00"
"390370","1038","39.00"
"485863","1038","39.00"
"135993","1038","40.00"
"263315","1038","40.00"
"135998","1038","40.00"
"263322","1038","40.00"
"390336","1038","40.00"
"390340","1038","40.00"
"263326","1038","40.00"
"263332","1038","40.00"
"390360","1038","40.00"
"263347","1038","40.00"
"390371","1038","40.00"
"485844","1038","41.00"
"136009","1038","42.00"
"136015","1038","42.00"
"263335","1038","42.00"
"485828","1038","43.00"
"263314","1038","43.00"
"390341","1038","43.00"
"390349","1038","43.00"
"390324","1038","44.00"
"135996","1038","44.00"
"263327","1038","44.00"
"263334","1038","44.00"
"136016","1038","44.00"
"136026","1038","44.00"
"263329","1038","46.00"
"263319","1038","48.00"
"390339","1038","48.00"
"263328","1038","48.00"
"136011","1038","48.00"
"390343","1038","50.00"
"263330","1038","50.00"
"390351","1038","50.00"
"263339","1038","51.00"
"390337","1038","53.00"
"485843","1038","58.00"
"136002","1038","72.00"
"279370","1038","13.00"
"24203","1038","14.00"
"152101","1038","15.00"
"279368","1038","15.00"
"279375","1038","15.00"
"279373","1038","16.00"
"152077","1038","17.00"
"152080","1038","17.00"
"279329","1038","17.00"
"406321","1038","19.00"
"279339","1038","20.00"
"152106","1038","20.00"
"152078","1038","21.00"
"406313","1038","21.00"
"406322","1038","21.00"
"152081","1038","22.00"
"279335","1038","22.00"
"406314","1038","22.00"
"279369","1038","22.00"
"24192","1038","23.00"
"152115","1038","23.00"
"279325","1038","24.00"
"279367","1038","24.00"
"152123","1038","24.00"
"24186","1038","25.00"
"24205","1038","25.00"
"279377","1038","25.00"
"279330","1038","26.00"
"279331","1038","26.00"
"152100","1038","26.00"
"24204","1038","26.00"
"24206","1038","26.00"
"24169","1038","27.00"
"279324","1038","27.00"
"279334","1038","27.00"
"152125","1038","27.00"
"24172","1038","28.00"
"24181","1038","28.00"
"24193","1038","28.00"
"152119","1038","28.00"
"152122","1038","28.00"
"152124","1038","28.00"
"24178","1038","29.00"
"152112","1038","29.00"
"24200","1038","29.00"
"279366","1038","29.00"
"153336","1038","29.00"
"279332","1038","30.00"
"24180","1038","30.00"
"406307","1038","30.00"
"152108","1038","30.00"
"406316","1038","30.00"
"152116","1038","30.00"
"279365","1038","30.00"
"279374","1038","30.00"
"24202","1038","31.00"
"279376","1038","31.00"
"406323","1038","31.00"
"279326","1038","32.00"
"406288","1038","32.00"
"406290","1038","32.00"
"279346","1038","32.00"
"279355","1038","32.00"
"279361","1038","32.00"
"279323","1038","33.00"
"24170","1038","33.00"
"406289","1038","33.00"
"152084","1038","33.00"
"279333","1038","33.00"
"152097","1038","33.00"
"152103","1038","33.00"
"406286","1038","34.00"
"406295","1038","34.00"
"152091","1038","34.00"
"152105","1038","34.00"
"406311","1038","34.00"
"279360","1038","34.00"
"152113","1038","34.00"
"152121","1038","34.00"
"152098","1038","35.00"
"279347","1038","35.00"
"152104","1038","35.00"
"406310","1038","35.00"
"152109","1038","35.00"
"279362","1038","35.00"
"279371","1038","35.00"
"152082","1038","36.00"
"279328","1038","36.00"
"24174","1038","36.00"
"279340","1038","36.00"
"406301","1038","36.00"
"279341","1038","36.00"
"24188","1038","36.00"
"406306","1038","36.00"
"406308","1038","36.00"
"279351","1038","36.00"
"152107","1038","36.00"
"152118","1038","36.00"
"406318","1038","36.00"
"406319","1038","36.00"
"152079","1038","37.00"
"152083","1038","37.00"
"406293","1038","37.00"
"279336","1038","37.00"
"152095","1038","37.00"
"279349","1038","37.00"
"279352","1038","37.00"
"152110","1038","37.00"
"152117","1038","37.00"
"24198","1038","37.00"
"152086","1038","38.00"
"24176","1038","38.00"
"152089","1038","38.00"
"406309","1038","38.00"
"152114","1038","38.00"
"279364","1038","38.00"
"407613","1038","38.00"
"406297","1038","39.00"
"406296","1038","40.00"
"24179","1038","40.00"
"406302","1038","40.00"
"279348","1038","40.00"
"24190","1038","40.00"
"279354","1038","40.00"
"152087","1038","41.00"
"24177","1038","41.00"
"279337","1038","41.00"
"152096","1038","41.00"
"279357","1038","41.00"
"24196","1038","41.00"
"24201","1038","41.00"
"281462","1038","41.00"
"24189","1038","42.00"
"152102","1038","42.00"
"152111","1038","42.00"
"24182","1038","43.00"
"152092","1038","43.00"
"152093","1038","43.00"
"152094","1038","43.00"
"279356","1038","43.00"
"24185","1038","44.00"
"24187","1038","44.00"
"279359","1038","44.00"
"279363","1038","44.00"
"406291","1038","45.00"
"152085","1038","45.00"
"24175","1038","45.00"
"279350","1038","47.00"
"24191","1038","47.00"
"24183","1038","48.00"
"279353","1038","48.00"
"406303","1038","60.00"
"167925","1038","3.00"
"311119","1038","12.00"
"295210","1038","14.00"
"296421","1038","14.00"
"311104","1038","15.00"
"167901","1038","16.00"
"311118","1038","16.00"
"167907","1038","17.00"
"40289","1038","17.00"
"167911","1038","18.00"
"311095","1038","18.00"
"40281","1038","18.00"
"167926","1038","18.00"
"311115","1038","18.00"
"167931","1038","18.00"
"295199","1038","20.00"
"40280","1038","20.00"
"167933","1038","20.00"
"311122","1038","20.00"
"40288","1038","20.00"
"167938","1038","20.00"
"311112","1038","21.00"
"167904","1038","22.00"
"295186","1038","22.00"
"40272","1038","22.00"
"167939","1038","22.00"
"296537","1038","22.00"
"311073","1038","23.00"
"40252","1038","23.00"
"311114","1038","23.00"
"311081","1038","24.00"
"311092","1038","24.00"
"311096","1038","24.00"
"311123","1038","24.00"
"311076","1038","25.00"
"40260","1038","25.00"
"295188","1038","25.00"
"311099","1038","25.00"
"40273","1038","25.00"
"40276","1038","25.00"
"295203","1038","25.00"
"295211","1038","25.00"
"167905","1038","26.00"
"40259","1038","26.00"
"40265","1038","26.00"
"40278","1038","26.00"
"311075","1038","27.00"
"40283","1038","27.00"
"295209","1038","27.00"
"311117","1038","27.00"
"40256","1038","28.00"
"167912","1038","28.00"
"295200","1038","28.00"
"295212","1038","28.00"
"167908","1038","29.00"
"311109","1038","29.00"
"167902","1038","30.00"
"311074","1038","30.00"
"311077","1038","30.00"
"40253","1038","30.00"
"167934","1038","30.00"
"295179","1038","31.00"
"295180","1038","31.00"
"295207","1038","31.00"
"167935","1038","31.00"
"311097","1038","32.00"
"167923","1038","32.00"
"311107","1038","32.00"
"167929","1038","32.00"
"167937","1038","32.00"
"311124","1038","32.00"
"40255","1038","33.00"
"311080","1038","33.00"
"295198","1038","33.00"
"311100","1038","33.00"
"295201","1038","33.00"
"295204","1038","33.00"
"295206","1038","33.00"
"311121","1038","33.00"
"40286","1038","33.00"
"311084","1038","34.00"
"295194","1038","34.00"
"311105","1038","34.00"
"167930","1038","34.00"
"311120","1038","34.00"
"167932","1038","34.00"
"167903","1038","35.00"
"167906","1038","35.00"
"40254","1038","35.00"
"311079","1038","35.00"
"40267","1038","35.00"
"167914","1038","35.00"
"40274","1038","35.00"
"40287","1038","35.00"
"295181","1038","36.00"
"295184","1038","36.00"
"295192","1038","36.00"
"295190","1038","37.00"
"40279","1038","37.00"
"167936","1038","37.00"
"311078","1038","38.00"
"40261","1038","38.00"
"40262","1038","38.00"
"40264","1038","38.00"
"295196","1038","38.00"
"311116","1038","38.00"
"40285","1038","38.00"
"167910","1038","39.00"
"167917","1038","39.00"
"295195","1038","39.00"
"311113","1038","39.00"
"311085","1038","40.00"
"40269","1038","40.00"
"40270","1038","40.00"
"40271","1038","40.00"
"311103","1038","40.00"
"40284","1038","40.00"
"311102","1038","41.00"
"311106","1038","41.00"
"167928","1038","41.00"
"295191","1038","42.00"
"40251","1038","43.00"
"40266","1038","43.00"
"167918","1038","43.00"
"295193","1038","43.00"
"311088","1038","46.00"
"167919","1038","46.00"
"167921","1038","46.00"
"167920","1038","47.00"
"311110","1038","48.00"
"295208","1038","48.00"
"311089","1038","49.00"
"311094","1038","49.00"
"311108","1038","50.00"
"167927","1038","51.00"
"295189","1038","54.00"
"311086","1038","58.00"
"295197","1038","58.00"
"311087","1038","60.00"
"295185","1038","69.00"
"56044","1038","12.00"
"439431","1038","12.00"
"438170","1038","13.00"
"438211","1038","13.00"
"72105","1038","14.00"
"183883","1038","14.00"
"439459","1038","14.00"
"439452","1038","15.00"
"72113","1038","17.00"
"183873","1038","18.00"
"72112","1038","18.00"
"72081","1038","19.00"
