"","genesysId","instCode","acceNumb","genus","12hr_DryMtrDigest","Fat","Fiber","Mtblzble_Enrgy","NetEnGain","NetEnLact","NetEnMaint","Phosphorus","Protein","Starch","TotalNutrients"
"1",8236,"USA016","Grif 617","Sorghum",0.243,5.74,4.86,164.11,64.31,89.18,94.57,0.39,12.55,69.03,84.75
"2",8327,"USA016","PI 585334","Sorghum",0.149,4.49,7.55,150.51,59.54,88.5,89.02,0.42,13.17,69.91,80.63
"3",8347,"USA016","PI 586056","Sorghum",0.234,3.24,6.04,156.72,62.25,88.95,92.13,0.38,10.27,72.95,82.94
"4",8356,"USA016","PI 586433","Sorghum",0.199,4.01,6.65,152.56,61.1,88.77,90.8,0.45,12.92,69.93,81.97
"5",8357,"USA016","PI 586528","Sorghum",0.212,4.79,6.79,152.12,60.89,88.75,90.54,0.51,14.2,69.34,81.79
"6",8865,"USA016","PI 179053","Sorghum",0.251,5.3,5.69,160.58,62.88,89.01,92.91,0.47,15.22,66.55,83.51
"7",8938,"USA016","PI 196586","Sorghum",0.17,4.04,7.47,154.28,59.64,88.56,89.16,0.42,13.18,69.03,80.72
"8",8975,"USA016","PI 214346","Sorghum",0.195,3.99,8.71,148.6,57.43,88.29,86.51,0.54,16.12,66.3,78.83
"9",9079,"USA016","PI 266953","Sorghum",0.217,4.97,4.95,164.99,64.14,89.21,94.4,0.38,11.34,70.84,84.6
"10",9080,"USA016","PI 266960","Sorghum",0.236,5,5.02,164.24,64.02,89.17,94.22,0.38,12.24,71.55,84.49
"11",9081,"USA016","PI 267108","Sorghum",0.267,4.64,5.33,162.91,63.62,89.09,93.63,0.42,13.77,69.42,84.05
"12",9083,"USA016","PI 267379","Sorghum",0.275,3.64,5.32,162.87,63.55,89.14,93.6,0.39,13.49,69.94,84.04
"13",9147,"USA016","PI 284992","Sorghum",0.276,4.02,5.6,160.41,63.13,89.06,93.09,0.44,12.36,70.02,83.68
"14",9176,"USA016","PI 291378","Sorghum",0.223,5.41,6.12,157.47,62.08,88.93,91.95,0.54,14.41,67.61,82.82
"15",9177,"USA016","PI 291382","Sorghum",0.173,5.32,9.27,145.16,56.13,88.1,85.32,0.53,17.1,62.73,77.94
"16",9194,"USA016","PI 302257","Sorghum",0.151,6.33,9.18,143.73,56.33,88.05,85.57,0.56,15.87,62.21,78.14
"17",9220,"USA016","PI 308215","Sorghum",0.23,3.93,6.8,156.33,60.95,88.78,90.52,0.4,11.89,70.73,81.79
"18",9226,"USA016","PI 308436","Sorghum",0.272,3.71,6.86,156.68,60.9,88.77,90.39,0.43,13.41,69.61,81.69
"19",9228,"USA016","PI 308486","Sorghum",0.269,3.33,6.04,160.9,62.28,88.95,92.03,0.4,10.81,72.02,82.92
"20",9399,"USA016","PI 391654","Sorghum",0.262,4.55,5.44,160.73,63.26,89.1,93.27,0.44,12.63,70.59,83.79
"21",9423,"USA016","PI 420931","Sorghum",0.139,5.48,9.88,142.84,55.01,87.89,84.04,0.54,15.59,62.41,77
"22",9718,"USA016","PI 475053","Sorghum",0.28,4.91,5.5,161.86,63.03,89.05,93.19,0.43,14.21,68.43,83.67
"23",9720,"USA016","PI 475157","Sorghum",0.274,5.01,5.61,160.99,62.97,89.05,92.97,0.41,14.14,68.8,83.54
"24",9721,"USA016","PI 475163","Sorghum",0.273,4.53,5.46,161.88,63.19,89.11,93.21,0.38,13.33,69.49,83.75
"25",9724,"USA016","PI 475317","Sorghum",0.277,4.92,5.1,164.65,63.74,89.17,93.94,0.4,13.11,69.05,84.25
"26",9726,"USA016","PI 475393","Sorghum",0.275,4.69,5.1,163.02,63.75,89.18,93.97,0.43,14.04,68.6,84.24
"27",9727,"USA016","PI 475429","Sorghum",0.302,4.68,6.07,158.53,62.14,88.88,91.98,0.42,14.22,68.32,82.81
"28",9756,"USA016","PI 482938","Sorghum",0.266,3.87,5.64,161.24,63.05,89.06,92.88,0.41,10.95,71.38,83.55
"29",9808,"USA016","PI 499328","Sorghum",0.267,4.52,6.05,159.02,62.31,88.96,92.09,0.46,13.84,68.96,82.92
"30",9861,"USA016","PI 511011","Sorghum",0.259,4.35,4.52,163.78,64.81,89.29,95.22,0.41,12.13,70.74,85.15
"31",9862,"USA016","PI 511014","Sorghum",0.287,3.89,4.73,163.32,64.7,89.3,94.8,0.45,12.36,71.06,84.99
"32",9877,"USA016","PI 511792","Sorghum",0.283,3.16,5.79,160.04,62.72,89.02,92.56,0.48,14.07,68.06,83.31
"33",9878,"USA016","PI 511795","Sorghum",0.272,3.4,5.79,160.16,62.51,88.99,92.52,0.42,13.55,69.01,83.21
"34",9879,"USA016","PI 511834","Sorghum",0.227,4.38,5.98,158.96,62.23,88.96,92.22,0.44,12.51,69.05,82.97
"35",9899,"USA016","PI 513645","Sorghum",0.227,3.89,8.85,146.79,57.28,88.29,86.07,0.65,18.61,64.22,78.59
"36",10006,"USA016","PI 526622","Sorghum",0.247,3.85,5.12,163.24,63.92,89.21,93.98,0.47,13.7,68.97,84.34
"37",10008,"USA016","PI 526644","Sorghum",0.263,3.68,5.82,160.28,62.67,89,92.52,0.38,10.34,71.97,83.27
"38",10012,"USA016","PI 526681","Sorghum",0.264,3.29,5.9,160.56,62.64,89.01,92.43,0.39,10.5,71.2,83.26
"39",10013,"USA016","PI 526780","Sorghum",0.273,3.65,5.58,161.28,63.22,89.08,93.15,0.43,11.53,70.71,83.73
"40",10022,"USA016","PI 527126","Sorghum",0.25,4.31,6.6,157.37,61.37,88.8,90.95,0.41,11.47,70.29,82.12
"41",10026,"USA016","PI 527429","Sorghum",0.172,5.81,8.75,144.38,57.09,88.16,86.45,0.59,17.4,61.15,78.84
"42",10103,"USA016","PI 533616","Sorghum",0.288,4.25,4.92,164.62,64.35,89.23,94.5,0.35,11.75,70.6,84.72
"43",10104,"USA016","PI 533785","Sorghum",0.278,4.24,4.83,164.64,64.44,89.23,94.66,0.38,11.41,70.06,84.85
"44",10108,"USA016","PI 533917","Sorghum",0.26,3.94,5.38,162.94,63.53,89.11,93.55,0.42,12.99,68.88,84
"45",10112,"USA016","PI 534042","Sorghum",0.268,3.84,7.78,153.38,59.02,88.47,88.37,0.41,13.37,68.73,80.24
"46",10113,"USA016","PI 534049","Sorghum",0.268,3.46,6.58,157.24,61.23,88.78,90.89,0.44,13,69.82,82.06
"47",10115,"USA016","PI 534146","Sorghum",0.27,4.09,5.42,163.29,63.34,89.06,93.39,0.36,12.59,69.48,83.86
"48",10116,"USA016","PI 534160","Sorghum",0.294,3.7,4.96,164.94,64.35,89.23,94.41,0.45,12.52,70.21,84.68
"49",10119,"USA016","PI 535776","Sorghum",0.2,4.8,12.18,139.5,50.76,87.25,79.15,0.4,14.35,59.08,73.53
"50",10155,"USA016","PI 540513","Sorghum",0.282,3.91,6.19,159.71,62.08,88.89,91.78,0.48,13.84,68.36,82.73
"51",10156,"USA016","PI 540800","Sorghum",0.298,3.69,5.82,160.59,62.41,88.99,92.4,0.45,13.51,68.08,83.15
"52",10160,"USA016","PI 542717","Sorghum",0.223,5.01,6.92,156.3,60.61,88.72,90.25,0.51,14.4,67.98,81.54
"53",10174,"USA016","PI 547914","Sorghum",0.253,6.28,6.14,158.4,62.14,88.85,91.91,0.49,13.73,67.66,82.87
"54",10175,"USA016","PI 547943","Sorghum",0.242,5.55,5.96,160.13,62.45,88.92,92.28,0.45,12.27,69.18,83.07
"55",10176,"USA016","PI 547955","Sorghum",0.249,5.31,5.8,160.22,62.7,88.96,92.61,0.43,12.37,69.22,83.32
"56",10177,"USA016","PI 547963","Sorghum",0.25,5.44,5.08,162.58,63.89,89.16,94.01,0.42,11.25,70.45,84.31
"57",10178,"USA016","PI 547966","Sorghum",0.229,4.61,6.99,155.14,60.59,88.72,90.11,0.48,13.26,68.83,81.47
"58",10179,"USA016","PI 547967","Sorghum",0.252,6.55,5.5,160.62,63.25,89.01,93.22,0.46,12.45,68.07,83.79
"59",10180,"USA016","PI 548044","Sorghum",0.239,5.9,5.7,159.27,62.74,88.97,92.75,0.5,12.85,67.77,83.39
"60",10184,"USA016","PI 550805","Sorghum",0.268,3.63,4.45,165.58,64.72,89.27,95.21,0.44,11.38,70.72,85.11
"61",10185,"USA016","PI 550830","Sorghum",0.278,4.1,4.79,164.06,64.32,89.23,94.47,0.5,12.74,68.79,84.71
"62",10186,"USA016","PI 550865","Sorghum",0.262,4.22,4.8,162.3,64.03,89.22,94.4,0.52,13.32,68.14,84.51
"63",10197,"USA016","PI 555680","Sorghum",0.28,4.25,6.23,157.92,61.95,88.85,91.69,0.51,14.43,67.48,82.63
"64",10216,"USA016","PI 560421","Sorghum",0.258,3.83,5.19,157.76,63.72,89.13,93.85,0.42,13,71.07,84.18
"65",10217,"USA016","PI 560434","Sorghum",0.177,4.11,6.89,152.32,60.84,88.73,90.34,0.47,12.72,69.99,81.69
"66",10219,"USA016","PI 560499","Sorghum",0.26,3.19,5.67,157.91,62.98,89.06,92.88,0.39,11.61,72.24,83.55
"67",10241,"USA016","PI 562769","Sorghum",0.243,4.89,6.51,152.07,61.39,88.85,91.15,0.52,16.52,66.68,82.23
"68",10242,"USA016","PI 562771","Sorghum",0.272,3.85,4.94,159.01,64.23,89.21,94.44,0.4,11.37,72.83,84.64
"69",10251,"USA016","PI 563097","Sorghum",0.238,3.25,5.85,157.21,62.62,89.04,92.51,0.38,12.23,72.59,83.23
"70",10258,"USA016","PI 563401","Sorghum",0.264,3.72,5.45,157.43,63.41,89.07,93.43,0.38,11.67,71.61,83.91
"71",10262,"USA016","PI 563582","Sorghum",0.257,4.73,4.13,161.37,65.46,89.39,96.03,0.36,10.17,71.5,85.82
"72",10263,"USA016","PI 563605","Sorghum",0.251,3.56,3.83,164.72,66.17,89.51,96.76,0.37,10.68,72.51,86.35
"73",10265,"USA016","PI 563745","Sorghum",0.268,4.09,4.11,161.73,65.5,89.39,96.08,0.38,10.73,72.1,85.83
"74",10267,"USA016","PI 563820","Sorghum",0.194,3.85,6.11,156.46,62.08,88.92,92.02,0.36,10.9,72.12,82.85
"75",10274,"USA016","PI 567810","Sorghum",0.188,4.78,5.64,156.86,62.84,89.04,92.93,0.42,12.19,72.14,83.5
"76",10276,"USA016","PI 567963","Sorghum",0.214,5.32,6.09,154.23,62.01,88.88,91.96,0.41,12.55,71.35,82.77
"77",10549,"USA016","PI 599692","Sorghum",0.233,3.7,5.85,155.85,62.61,89,92.49,0.37,12.93,70.48,83.24
"78",10550,"USA016","PI 599708","Sorghum",0.225,3.96,6.64,152.26,61.1,88.78,90.88,0.42,14.12,68.92,81.98
"79",10551,"USA016","PI 599716","Sorghum",0.226,5.11,5.29,157.54,63.59,89.14,93.65,0.53,15.15,67.41,84.07
"80",10552,"USA016","PI 599724","Sorghum",0.212,3.58,6.98,150.84,60.45,88.71,90.1,0.38,12.47,70.88,81.5
"81",10565,"USA016","PI 599733","Sorghum",0.213,3.77,6.02,153.85,62.03,88.89,92.13,0.41,14.26,68.56,82.87
"82",10569,"USA016","PI 599820","Sorghum",0.249,3.65,6.71,153.19,61.11,88.77,90.79,0.36,12.04,70.5,81.98
"83",10570,"USA016","PI 599824","Sorghum",0.256,3.94,6.6,152.25,61.15,88.77,90.9,0.44,13.98,69.17,82.01
"84",10572,"USA016","PI 599843","Sorghum",0.243,2.83,5.59,157.19,62.97,89.03,93.04,0.31,10.94,72.28,83.61
"85",10573,"USA016","PI 599844","Sorghum",0.234,3.07,5.44,158.05,63.26,89.08,93.41,0.34,10.8,71.85,83.88
"86",10575,"USA016","PI 599902","Sorghum",0.232,4.12,6.07,153.02,62.06,88.89,92.03,0.44,13.11,69.68,82.86
"87",10576,"USA016","PI 599911","Sorghum",0.244,3.53,6.92,151.4,60.68,88.71,90.31,0.43,14.24,69.34,81.6
"88",10577,"USA016","PI 599920","Sorghum",0.231,3.53,6.63,152.81,61.12,88.74,90.94,0.4,13.1,69.36,82.05
"89",10578,"USA016","PI 599937","Sorghum",0.221,3.93,6.7,151.49,61.09,88.76,90.79,0.4,13.1,69.03,81.96
"90",10581,"USA016","PI 601825","Sorghum",0.236,3.84,7.29,150.09,60.12,88.62,89.61,0.46,14.05,67.95,81.12
"91",10584,"USA016","PI 602716","Sorghum",0.23,4.3,6.12,155.95,62.22,88.93,91.93,0.45,12.82,69.26,82.89
"92",10585,"USA016","PI 602724","Sorghum",0.265,3.92,5.51,157.73,63.25,89.07,93.24,0.42,12.8,70.41,83.8
"93",10586,"USA016","PI 602725","Sorghum",0.273,3.79,5.73,155.94,62.82,89,92.74,0.45,14.51,69.48,83.39
"94",10587,"USA016","PI 602734","Sorghum",0.258,3.94,5.05,159.48,64,89.22,94.12,0.41,11.8,71.56,84.42
"95",10588,"USA016","PI 602765","Sorghum",0.161,4.2,6.77,152.23,60.92,88.72,90.6,0.39,11.34,70.7,81.82
"96",10589,"USA016","PI 602767","Sorghum",0.183,3.82,6.84,154.2,60.82,88.71,90.5,0.36,10.3,71.74,81.74
"97",10591,"USA016","PI 602832","Sorghum",0.273,3.77,5.81,155.43,62.63,89,92.48,0.43,12.84,70.74,83.24
"98",24069,"USA016","PI 643105","Sorghum",0.259,3.99,3.81,167.98,66.14,89.48,96.75,0.37,11.36,71.75,86.32
"99",24070,"USA016","Grif 586","Sorghum",0.255,3.47,5.06,164.08,63.95,89.18,94.07,0.4,12.39,70.23,84.42
"100",24071,"USA016","Grif 587","Sorghum",0.254,3.33,5.13,164.49,63.82,89.12,94,0.4,12.28,69.87,84.34
"101",24169,"USA016","PI 585315","Sorghum",0.188,4.35,7.91,149.39,58.84,88.47,88.18,0.44,14.18,69.62,79.99
"102",24170,"USA016","PI 585332","Sorghum",0.26,4.06,6.02,155.53,62.3,88.94,92.18,0.41,14.51,69.87,82.96
"103",24453,"USA016","PI 76407","Sorghum",0.233,5.54,6.06,158.63,62.16,88.96,92,0.52,15.28,68.03,82.87
"104",24454,"USA016","PI 76408","Sorghum",0.234,4.58,6.36,157.58,61.67,88.85,91.39,0.4,11.89,70.59,82.41
"105",24740,"USA016","PI 164397","Sorghum",0.226,3.98,8.04,150.93,58.58,88.44,87.91,0.42,14.21,68.31,79.8
"106",24741,"USA016","PI 164508","Sorghum",0.227,4.3,7.48,153.04,59.53,88.56,89.01,0.43,13.22,68.64,80.64
"107",24769,"USA016","PI 176767","Sorghum",0.153,4.86,7.76,149.28,57.22,88.22,86.6,0.44,14.15,63.5,78.89
"108",24778,"USA016","PI 179747","Sorghum",0.224,3.82,6.3,156.48,61.15,88.81,90.84,0.35,12.18,65.33,82.06
"109",24869,"USA016","PI 209761","Sorghum",0.263,3.63,5.7,161.33,62.91,89.04,92.84,0.35,10.77,71.93,83.49
"110",24870,"USA016","PI 209792","Sorghum",0.18,4.24,8.68,147.34,57.13,88.23,86.45,0.48,16.5,64.11,78.79
"111",24902,"USA016","PI 228318","Sorghum",0.274,4.42,5.88,160.4,62.66,89.02,92.44,0.47,14.49,68.58,83.23
"112",24904,"USA016","PI 229873","Sorghum",0.268,4.39,5.95,159.97,62.41,88.97,92.28,0.42,12.71,69.16,83.06
"113",24930,"USA016","PI 246720","Sorghum",0.222,5.18,7.9,149.25,58.71,88.39,88.26,0.49,16.45,64.99,80.07
"114",24956,"USA016","PI 257317","Sorghum",0.188,4.81,6.45,158.31,61.49,88.79,91.3,0.38,11.83,69.76,82.31
"115",24968,"USA016","PI 262567","Sorghum",0.206,4.85,7.32,153.74,59.84,88.57,89.42,0.45,13.92,67.6,80.95
"116",24979,"USA016","PI 266958","Sorghum",0.22,5.98,5.16,163.19,63.79,89.1,93.95,0.36,11.18,69.68,84.3
"117",24985,"USA016","PI 267534","Sorghum",0.262,3.5,5.85,159.56,62.56,89,92.49,0.36,10.95,72,83.23
"118",25063,"USA016","PI 287590","Sorghum",0.268,3.56,5.9,158.88,62.39,88.97,92.31,0.37,11.96,71.14,83.09
"119",25066,"USA016","PI 287682","Sorghum",0.259,3.3,7.01,154.64,60.42,88.69,90.08,0.35,12.56,70.9,81.43
"120",25087,"USA016","PI 297133","Sorghum",0.204,3.84,7.89,150.99,58.64,88.45,88.16,0.45,14.05,68.25,79.93
"121",25091,"USA016","PI 302200","Sorghum",0.258,4.08,6.11,158.76,62.02,88.94,91.94,0.44,12.59,68.81,82.82
"122",25295,"USA016","PI 430469","Sorghum",0.251,3.35,6.72,156.54,60.87,88.79,90.59,0.42,12.49,70.84,81.79
"123",25403,"USA016","PI 455142","Sorghum",0.251,3.97,7.53,152.68,59.58,88.57,88.95,0.5,13.35,68.94,80.67
"124",25499,"USA016","PI 462055","Sorghum",0.254,4.92,5.28,162.8,63.38,89.13,93.65,0.42,14.54,67.65,84.02
"125",25581,"USA016","PI 475046","Sorghum",0.259,4.61,4.96,163.13,63.99,89.25,94.26,0.42,13.54,69.41,84.46
"126",25582,"USA016","PI 475095","Sorghum",0.291,4.13,6.31,157.72,61.96,88.89,91.5,0.48,15.51,68.48,82.56
"127",25583,"USA016","PI 475120","Sorghum",0.273,4.69,6.04,160.09,62.27,88.96,92.08,0.4,14,68.93,82.92
"128",25585,"USA016","PI 475160","Sorghum",0.28,4.32,5.76,159.99,62.84,89.02,92.65,0.44,14.74,69.06,83.35
"129",25587,"USA016","PI 475288","Sorghum",0.261,5.09,5.6,160.72,62.84,89.06,92.91,0.46,15.29,67.36,83.48
"130",25593,"USA016","PI 475430","Sorghum",0.275,5.15,5.98,159.19,62.36,88.96,92.17,0.45,14.2,68.09,83.01
"131",25624,"USA016","PI 482857","Sorghum",0.192,5.09,7.37,153.52,59.9,88.56,89.44,0.45,13.77,66.47,80.95
"132",25632,"USA016","PI 485915","Sorghum",0.272,5.11,5.88,160.1,62.56,89,92.41,0.45,14.36,68.15,83.17
"133",25653,"USA016","PI 495002","Sorghum",0.221,3.92,8.06,151.19,58.6,88.41,87.98,0.38,11.47,69.81,79.9
"134",25749,"USA016","PI 510951","Sorghum",0.268,4.54,4.73,162.54,64.54,89.23,94.85,0.42,12.33,70.41,84.9
"135",25756,"USA016","PI 511831","Sorghum",0.217,5.7,5.33,162.15,63.5,89.09,93.62,0.42,10.64,70.16,84.04
"136",25774,"USA016","PI 513634","Sorghum",0.283,3.84,5.91,159.13,62.56,88.98,92.34,0.43,11.7,71.76,83.17
"137",25901,"USA016","PI 527092","Sorghum",0.215,4.71,7.87,152.16,59.11,88.46,88.32,0.47,12.92,68.62,80.18
"138",25975,"USA016","PI 533609","Sorghum",0.236,3.56,7.9,151.91,58.96,88.47,88.24,0.43,13.77,69.04,80.1
"139",25977,"USA016","PI 533749","Sorghum",0.267,4.77,5.06,161.69,64.05,89.18,94.19,0.46,13.5,68.23,84.5
"140",25978,"USA016","PI 533774","Sorghum",0.28,3.63,6.67,157.28,61.25,88.78,90.8,0.39,10.35,71.04,82.07
"141",25979,"USA016","PI 533839","Sorghum",0.279,3.36,4.61,164.67,64.92,89.32,95.14,0.45,12.4,70.51,85.21
"142",25983,"USA016","PI 533900","Sorghum",0.283,3.53,5.42,162.62,63.52,89.14,93.4,0.43,13.24,69.89,83.98
"143",25985,"USA016","PI 533992","Sorghum",0.276,3.55,6.33,159.26,61.8,88.87,91.45,0.45,12.45,69.93,82.53
"144",25987,"USA016","PI 534058","Sorghum",0.263,4.24,5.6,163.03,63.09,89.08,93.01,0.46,12.44,69.34,83.66
"145",25988,"USA016","PI 534067","Sorghum",0.279,4.01,4.33,166.61,65.41,89.35,95.71,0.35,10.17,71.86,85.64
"146",25990,"USA016","PI 534097","Sorghum",0.253,4.98,4.98,163.38,64.01,89.19,94.28,0.46,14.52,67.41,84.51
"147",25991,"USA016","PI 534158","Sorghum",0.296,3.66,6.49,158.95,61.66,88.83,91.17,0.42,12.58,69.37,82.33
"148",25996,"USA016","PI 535779","Sorghum",0.149,4.82,10.82,141.13,53.14,87.57,82.06,0.39,13.13,60.84,75.64
"149",26037,"USA016","PI 542731","Sorghum",0.243,5.21,5.55,160.92,63.07,89.06,93.08,0.43,12.21,69.82,83.61
"150",26038,"USA016","PI 542742","Sorghum",0.263,4.99,3.82,168.37,65.99,89.5,96.64,0.46,12.38,69.35,86.21
"151",26039,"USA016","PI 542748","Sorghum",0.218,5.65,6.83,156.07,60.87,88.69,90.47,0.54,13.81,66.18,81.74
"152",26040,"USA016","PI 542755","Sorghum",0.222,6.64,6.62,156.34,61.31,88.73,90.91,0.56,14.06,67.23,82.16
"153",26057,"USA016","PI 547950","Sorghum",0.241,6.23,5.51,161.01,63.16,89.05,93.17,0.46,12.27,69.01,83.7
"154",26058,"USA016","PI 547958","Sorghum",0.234,5.42,5.74,160.76,62.83,89.02,92.71,0.47,11.97,69.41,83.39
"155",26059,"USA016","PI 548047","Sorghum",0.244,5.28,5.51,160.49,63.15,89.03,93.18,0.47,11.56,69.41,83.72
"156",26062,"USA016","PI 550645","Sorghum",0.256,4.21,4.91,165.86,64.16,89.17,94.34,0.42,11.45,69.99,84.57
"157",26063,"USA016","PI 550766","Sorghum",0.273,3.91,4.36,165.47,64.92,89.31,95.42,0.46,11.88,69.96,85.27
"158",26064,"USA016","PI 550769","Sorghum",0.268,4.26,4.86,163.77,64,89.17,94.38,0.46,12.58,69.3,84.51
"159",26065,"USA016","PI 550778","Sorghum",0.264,4.06,4.39,164.99,64.88,89.31,95.3,0.47,12.13,69.82,85.23
"160",26067,"USA016","PI 550793","Sorghum",0.274,4.24,4.67,163.7,64.26,89.21,94.69,0.45,11.99,69.52,84.73
"161",26070,"USA016","PI 550877","Sorghum",0.265,4.32,6.29,158.19,61.81,88.84,91.54,0.59,15.61,66.67,82.49
"162",26094,"USA016","PI 560415","Sorghum",0.26,3.83,4.83,159.68,64.34,89.21,94.65,0.38,11.42,72.51,84.76
"163",26095,"USA016","PI 560495","Sorghum",0.244,4.22,6.19,155.38,62.08,88.92,91.84,0.44,13.61,69.31,82.78
"164",26109,"USA016","PI 562217","Sorghum",0.22,3.42,7.69,148.48,59.23,88.51,88.72,0.39,13.09,72.03,80.4
"165",26117,"USA016","PI 562713","Sorghum",0.262,3.97,6.07,155.03,62.31,88.92,92.12,0.45,14.41,69.56,82.98
"166",26118,"USA016","PI 562714","Sorghum",0.27,3.17,4.34,161.98,65.27,89.35,95.66,0.3,9.95,74.27,85.53
"167",26121,"USA016","PI 562744","Sorghum",0.179,5.19,8.15,146.99,58.46,88.41,87.78,0.55,17.18,66.67,79.71
"168",26133,"USA016","PI 563082","Sorghum",0.27,3.64,5.76,155.72,62.7,89.02,92.64,0.49,13.2,70.66,83.32
"169",26136,"USA016","PI 563142","Sorghum",0.253,3.99,5.87,156.88,62.67,89.02,92.51,0.46,12.67,70.41,83.3
"170",26144,"USA016","PI 563404","Sorghum",0.255,3.99,5.7,156.36,62.91,89.01,92.8,0.42,12.72,70.52,83.47
"171",26146,"USA016","PI 563419","Sorghum",0.268,3.93,5.47,158.81,63.33,89.07,93.39,0.37,11.3,72,83.87
"172",26147,"USA016","PI 563431","Sorghum",0.175,4.78,8.19,146.69,58.43,88.37,87.73,0.47,14.73,68.48,79.68
"173",26148,"USA016","PI 563456","Sorghum",0.275,3.81,6.17,155.61,62.1,88.89,91.9,0.42,13.15,69.95,82.82
"174",26150,"USA016","PI 563533","Sorghum",0.193,4.51,7.47,150.26,59.62,88.58,89.18,0.49,15.48,68.2,80.72
"175",26151,"USA016","PI 563580","Sorghum",0.202,5.76,6.26,154.56,61.94,88.86,91.72,0.51,14.42,67.81,82.7
"176",26152,"USA016","PI 563618","Sorghum",0.271,4.36,4.53,161.54,64.87,89.27,95.26,0.39,11.87,71.13,85.25
"177",26156,"USA016","PI 563828","Sorghum",0.27,3.75,4.67,160.56,64.64,89.26,94.99,0.36,10.75,73.06,85.04
"178",26157,"USA016","PI 563843","Sorghum",0.262,4.67,4.38,160.94,65.13,89.32,95.57,0.42,11.76,71.05,85.45
"179",26165,"USA016","PI 565158","Sorghum",0.251,3.6,5.02,160.23,64.02,89.21,94.24,0.39,12.03,72.02,84.48
"180",26171,"USA016","PI 568011","Sorghum",0.213,5.84,6.06,155.26,62.19,88.94,92.06,0.48,14.73,69.19,82.93
"181",26303,"USA016","PI 576126","Sorghum",0.24,2.86,5.16,159.01,63.8,89.15,93.93,0.35,10.91,72.69,84.32
"182",26455,"USA016","PI 599710","Sorghum",0.235,3.69,6.11,153.83,61.9,88.91,91.83,0.39,12.68,70.94,82.72
"183",26456,"USA016","PI 599721","Sorghum",0.161,4.35,7.86,147.63,58.92,88.45,88.34,0.45,12.82,69.23,80.11
"184",26469,"USA016","PI 599842","Sorghum",0.242,3.63,5.17,158.07,63.7,89.13,93.87,0.32,10.78,71.75,84.24
"185",26472,"USA016","PI 599885","Sorghum",0.23,4.14,6.39,153.73,61.54,88.85,91.39,0.4,14.51,68.86,82.35
"186",26473,"USA016","PI 599916","Sorghum",0.221,3.5,6.42,153.33,61.5,88.86,91.28,0.37,13.23,70.19,82.33
"187",26474,"USA016","PI 599934","Sorghum",0.223,3.98,6.96,150.72,60.58,88.71,90.24,0.46,14.66,68.74,81.52
"188",26475,"USA016","PI 599962","Sorghum",0.222,3.39,6.29,153.57,61.7,88.87,91.55,0.4,12.84,70.14,82.53
"189",26479,"USA016","PI 601821","Sorghum",0.206,2.88,8.86,144.07,57.16,88.18,86.22,0.4,11.54,70.3,78.64
"190",26480,"USA016","PI 601866","Sorghum",0.245,3.49,4.83,159.77,64.22,89.21,94.58,0.3,10.3,71.89,84.71
"191",26481,"USA016","PI 601909","Sorghum",0.237,3.56,7.84,148.01,59.01,88.43,88.33,0.37,12.44,69.98,80.21
"192",26482,"USA016","PI 601914","Sorghum",0.237,3.56,7.62,148.96,59.33,88.51,88.78,0.39,13.76,69.86,80.49
"193",26486,"USA016","PI 602757","Sorghum",0.226,4.06,7.17,150.46,60.26,88.62,89.71,0.45,14.39,69.51,81.22
"194",26487,"USA016","PI 602762","Sorghum",0.226,3.57,7.24,150.83,59.94,88.6,89.56,0.39,12.43,70.77,81.1
"195",26488,"USA016","PI 602802","Sorghum",0.248,3.38,5.74,156.13,62.6,89,92.67,0.41,12.1,71.17,83.3
"196",26489,"USA016","PI 602806","Sorghum",0.236,3.39,5.52,156.22,63.02,89.03,93.16,0.34,10.28,71.01,83.69
"197",26490,"USA016","PI 602813","Sorghum",0.251,4.07,6.75,152.32,60.95,88.75,90.61,0.46,14.53,68.26,81.79
"198",40150,"USA016","PI 643099","Sorghum",0.239,2.45,3.78,168.55,66.18,89.48,96.8,0.36,11.22,71.67,86.43
"199",40156,"USA016","Grif 602","Sorghum",0.257,4.01,5.3,162.07,63.49,89.15,93.59,0.45,13.98,68.64,84.02
"200",40261,"USA016","PI 585675","Sorghum",0.225,4.69,6.65,152.87,61.26,88.78,90.8,0.48,14.3,69.5,82.02
"201",40273,"USA016","PI 586081","Sorghum",0.177,3.97,6.76,153.85,60.98,88.74,90.67,0.41,12.12,71.36,81.87
"202",40288,"USA016","PI 586504","Sorghum",0.254,4.05,5.97,156.43,62.26,88.97,92.22,0.38,13.26,70.93,82.97
"203",40289,"USA016","PI 586534","Sorghum",0.223,4.93,5.72,156.97,62.78,89.02,92.79,0.42,12.46,71.13,83.42
"204",40388,"USA016","PI 35038","Sorghum",0.159,4.36,5.84,157.18,61.32,88.76,91.15,0.42,11.98,68.29,82.22
"205",40801,"USA016","PI 174380","Sorghum",0.188,4.93,9.8,144.31,55.09,87.83,84.21,0.4,14.67,62.45,77.17
"206",40910,"USA016","PI 208708","Sorghum",0.253,4.77,5.57,161.25,63.22,89.06,93.16,0.43,14.23,68.43,83.73
"207",40936,"USA016","PI 221613","Sorghum",0.255,3.53,6.8,156.51,60.98,88.77,90.45,0.47,13.83,69.93,81.76
"208",40997,"USA016","PI 250231","Sorghum",0.234,4.87,6.68,156.96,61.06,88.74,90.8,0.36,11.69,70.01,81.94
