"","genesysId","instCode","acceNumb","genus","12hr_DryMtrDigest","Fat","Fiber","Mtblzble_Enrgy","NetEnGain","NetEnLact","NetEnMaint","Phosphorus","Protein","Starch","TotalNutrients"
"493",88769,"USA016","PI 196597","Sorghum",0.191,5.09,7.18,154.5,60.16,88.62,89.8,0.47,14.71,66.99,81.2
"494",88908,"USA016","PI 267370","Sorghum",0.231,4.08,7.5,154.07,59.58,88.57,88.98,0.45,15.05,68.27,80.62
"495",88909,"USA016","PI 267509","Sorghum",0.271,3.9,5.41,161.34,63.51,89.12,93.49,0.41,12.46,70.57,83.98
"496",89036,"USA016","PI 308240","Sorghum",0.27,4.01,5.1,162.46,64.04,89.22,94.06,0.43,12.08,71.24,84.41
"497",89039,"USA016","PI 308275","Sorghum",0.272,4.1,5.28,162.06,63.79,89.15,93.74,0.45,13.46,69.71,84.18
"498",89040,"USA016","PI 308281","Sorghum",0.271,3.69,5.05,164.28,64.06,89.23,94.16,0.39,11.95,71.37,84.43
"499",89045,"USA016","PI 308418","Sorghum",0.218,3.71,6.91,157.11,60.73,88.72,90.32,0.41,12.42,70.2,81.61
"500",89047,"USA016","PI 308460","Sorghum",0.243,3.71,6.13,158.4,62.21,88.94,91.95,0.45,12.05,71.33,82.87
"501",89215,"USA016","PI 408824","Sorghum",0.167,5.52,7.48,153.38,59.61,88.55,89.09,0.55,13.6,66.31,80.73
"502",89547,"USA016","PI 475070","Sorghum",0.27,4.94,5.01,163.69,63.88,89.2,94.18,0.42,13.43,69.09,84.39
"503",89550,"USA016","PI 475117","Sorghum",0.263,4.93,5.39,162.37,63.34,89.14,93.41,0.39,13.79,69.42,83.86
"504",89559,"USA016","PI 475214","Sorghum",0.283,5.44,5.39,161.22,63.4,89.09,93.39,0.43,13.84,68.84,83.89
"505",89561,"USA016","PI 475286","Sorghum",0.266,4.95,5.59,160.75,62.93,89.04,92.97,0.45,14.47,67.94,83.53
"506",89562,"USA016","PI 475295","Sorghum",0.281,5.1,5.71,160.61,62.73,89,92.7,0.43,14.35,67.76,83.37
"507",89565,"USA016","PI 475309","Sorghum",0.279,5.29,5.12,163.27,63.74,89.16,93.94,0.4,13.44,68.64,84.24
"508",89568,"USA016","PI 475353","Sorghum",0.291,4.83,5.8,160.52,62.62,88.96,92.53,0.47,14.27,68.48,83.23
"509",89637,"USA016","PI 495007","Sorghum",0.251,3.29,6.75,156.39,61.03,88.79,90.67,0.37,11.03,71.32,81.91
"510",89679,"USA016","PI 499297","Sorghum",0.268,4.2,5.84,159.9,62.6,88.98,92.5,0.44,13.21,69.39,83.2
"511",89680,"USA016","PI 499332","Sorghum",0.29,3.11,6.81,156.94,60.87,88.77,90.41,0.51,14.88,67.16,81.77
"512",89731,"USA016","PI 510919","Sorghum",0.286,4.19,5.21,162.87,63.76,89.13,93.86,0.4,12.3,70.41,84.22
"513",89739,"USA016","PI 511793","Sorghum",0.271,3.82,6.54,158.32,61.42,88.82,91.06,0.48,14.55,67.27,82.21
"514",89740,"USA016","PI 511802","Sorghum",0.275,4.48,5.7,159.95,62.86,89.02,92.8,0.44,13.62,68.43,83.46
"515",89741,"USA016","PI 511826","Sorghum",0.276,4.72,4.99,163.01,64.08,89.21,94.2,0.4,10.87,71.74,84.49
"516",89854,"USA016","PI 524580","Sorghum",0.218,5.08,6.78,156.56,61,88.77,90.57,0.45,12.62,68.73,81.82
"517",89899,"USA016","PI 527055","Sorghum",0.265,3.82,5.41,161.43,63.38,89.08,93.39,0.36,10.12,72.06,83.9
"518",89901,"USA016","PI 527135","Sorghum",0.197,4.57,6.89,156.13,60.85,88.72,90.39,0.44,12,68.85,81.7
"519",89983,"USA016","PI 532210","Sorghum",0.279,4.7,5.4,161.46,63.44,89.06,93.5,0.41,13.62,68.48,83.95
"520",89984,"USA016","PI 532219","Sorghum",0.273,5.14,4.99,162.86,64.01,89.18,94.21,0.43,13.77,68.47,84.46
"521",89991,"USA016","PI 533936","Sorghum",0.211,3.69,8.23,150.79,58.14,88.35,87.43,0.48,13.33,68.38,79.45
"522",89994,"USA016","PI 534139","Sorghum",0.244,4.26,7.13,154.84,60.41,88.65,89.86,0.49,14.86,67.95,81.33
"523",90000,"USA016","PI 535772","Sorghum",0.176,4.78,10.77,142.59,53.48,87.65,82.2,0.39,13.77,62.47,75.74
"524",90001,"USA016","PI 535780","Sorghum",0.254,3.92,6.51,159.8,61.45,88.8,91.19,0.37,10.54,70.41,82.29
"525",90055,"USA016","PI 540801","Sorghum",0.286,5.27,6.25,158.54,61.86,88.84,91.63,0.5,14.78,66.29,82.64
"526",90059,"USA016","PI 542754","Sorghum",0.238,5.14,6.34,158.98,61.68,88.85,91.45,0.46,12.77,69.96,82.46
"527",90060,"USA016","PI 542767","Sorghum",0.234,5.12,5.8,160.24,62.67,89.01,92.55,0.53,13.21,68.66,83.27
"528",90070,"USA016","PI 547948","Sorghum",0.243,5.95,5.22,162.42,63.7,89.14,93.79,0.47,13.36,69.56,84.16
"529",90072,"USA016","PI 548004","Sorghum",0.245,5.43,6.2,157.55,61.91,88.91,91.7,0.49,13.37,68.12,82.62
"530",90074,"USA016","PI 548032","Sorghum",0.213,6.36,5.84,159.77,62.53,88.93,92.46,0.5,12.73,67.73,83.2
"531",90076,"USA016","PI 548043","Sorghum",0.245,5.01,5.5,159.4,63.02,89.04,93.07,0.46,11.87,70.19,83.59
"532",90077,"USA016","PI 550608","Sorghum",0.29,3.66,4.72,164.91,64.42,89.26,94.67,0.4,11.69,71.61,84.78
"533",90078,"USA016","PI 550675","Sorghum",0.253,4.25,6.54,156.56,61.25,88.77,90.89,0.46,12.76,68.93,82.05
"534",90079,"USA016","PI 550827","Sorghum",0.272,3.83,4.6,163.74,64.47,89.24,94.87,0.49,12.78,69.22,84.87
"535",90100,"USA016","PI 560368","Sorghum",0.255,3.92,6.07,159.62,62.19,88.93,91.95,0.46,11.16,70.77,82.83
"536",90101,"USA016","PI 560374","Sorghum",0.271,4.85,5.28,161.56,63.5,89.08,93.61,0.49,12.61,69.47,83.98
"537",90102,"USA016","PI 560491","Sorghum",0.235,4.14,4.99,158.65,63.97,89.17,94.28,0.43,12.22,71.02,84.48
"538",90103,"USA016","PI 560493","Sorghum",0.256,4.17,6.16,154.49,62.04,88.89,91.91,0.4,13.12,70.22,82.78
"539",90114,"USA016","PI 562216","Sorghum",0.216,3.42,7.64,148.49,59.45,88.54,88.85,0.47,14.57,70.53,80.56
"540",90115,"USA016","PI 562226","Sorghum",0.211,4.28,5.12,157.43,63.94,89.13,93.97,0.47,11.98,69.46,84.32
"541",90141,"USA016","PI 563397","Sorghum",0.223,4.07,6.64,153.75,61.27,88.78,90.78,0.51,13.57,69.22,82.01
"542",90142,"USA016","PI 563608","Sorghum",0.255,3.42,4.5,161.84,64.92,89.34,95.33,0.36,10.69,72.13,85.32
"543",90143,"USA016","PI 563634","Sorghum",0.267,4.04,3.98,162.38,65.78,89.45,96.31,0.4,11.43,72.02,86.01
"544",90144,"USA016","PI 563655","Sorghum",0.244,3.56,6.43,153.66,61.58,88.82,91.32,0.39,12.69,70.38,82.34
"545",90145,"USA016","PI 563689","Sorghum",0.254,4.02,6.57,152.95,61.39,88.78,91.04,0.39,12.86,70.49,82.2
"546",90146,"USA016","PI 563805","Sorghum",0.26,4.17,5.31,157.67,63.54,89.11,93.59,0.44,13.01,70.37,84.05
"547",90147,"USA016","PI 563842","Sorghum",0.264,4.12,5.67,156.71,62.94,89.01,92.85,0.38,12.3,71.41,83.53
"548",90155,"USA016","PI 565130","Sorghum",0.277,3.49,5.52,158.24,63.19,89.04,93.11,0.44,12.89,69.75,83.7
"549",90156,"USA016","PI 565146","Sorghum",0.286,3.84,4.74,160.14,64.51,89.23,94.71,0.42,12.08,71.11,84.85
"550",90157,"USA016","PI 565149","Sorghum",0.252,3.54,5.19,159.27,63.9,89.17,93.89,0.35,10.72,72.88,84.35
"551",90160,"USA016","PI 567807","Sorghum",0.158,5.59,6.99,150.66,60.35,88.65,90.12,0.52,16.26,66.4,81.41
"552",90162,"USA016","PI 567937","Sorghum",0.247,5.33,5.55,155.34,63.24,89.02,93.13,0.53,15.48,67.96,83.74
"553",90285,"USA016","PI 576123","Sorghum",0.238,3.67,6.25,154.77,61.87,88.86,91.74,0.36,12.5,71.42,82.63
"554",90286,"USA016","PI 576128","Sorghum",0.233,4.19,5.21,158.4,63.53,89.08,93.82,0.41,11.77,70.33,84.18
"555",90439,"USA016","PI 599737","Sorghum",0.212,3.56,5.8,153.78,62.43,89,92.57,0.47,13.29,69.93,83.23
"556",90441,"USA016","PI 599817","Sorghum",0.237,3.34,5.03,159.31,63.86,89.15,94.21,0.36,10.99,71.3,84.43
"557",90442,"USA016","PI 599825","Sorghum",0.256,3.69,6.89,151.2,60.75,88.71,90.31,0.43,14.23,68.99,81.61
"558",90444,"USA016","PI 599941","Sorghum",0.224,4.14,6.54,152.05,61.15,88.79,91.01,0.44,13.82,69.02,82.06
"559",90445,"USA016","PI 599974","Sorghum",0.219,3.29,5.82,154.67,62.54,89.01,92.54,0.4,13.19,70.71,83.23
"560",90449,"USA016","PI 601841","Sorghum",0.242,3.67,4.76,159.2,64.2,89.2,94.66,0.29,9.17,72.41,84.79
"561",90450,"USA016","PI 601849","Sorghum",0.246,2.92,5.4,157.04,63.34,89.11,93.37,0.36,12.33,71.13,83.88
"562",90451,"USA016","PI 601926","Sorghum",0.196,3.88,6.98,151.59,60.58,88.69,90.14,0.44,13.33,69.39,81.49
"563",90452,"USA016","PI 602006","Sorghum",0.25,3.04,5.62,157.38,63.06,89.04,93.02,0.37,11.64,71.79,83.65
"564",90456,"USA016","PI 602752","Sorghum",0.191,3.64,7.22,151.48,60.13,88.61,89.67,0.36,10.7,71.44,81.14
"565",90457,"USA016","PI 602830","Sorghum",0.256,3.55,6.61,152.28,61.77,88.88,91.15,0.4,13.14,71.59,82.38
"566",90458,"USA016","PI 602831","Sorghum",0.264,3.68,6.87,151.26,60.84,88.76,90.32,0.51,16.1,68.21,81.65
"567",104114,"USA016","PI 585306","Sorghum",0.209,4.9,7.14,150.65,60.34,88.7,89.72,0.52,15.51,67.4,81.23
"568",104115,"USA016","PI 585318","Sorghum",0.275,3.65,5.42,158.17,63.47,89.15,93.33,0.49,15.49,69.05,83.84
"569",104130,"USA016","PI 585670","Sorghum",0.254,4.57,5.19,159.38,63.79,89.14,93.91,0.52,14.72,68.36,84.24
"570",104142,"USA016","PI 586073","Sorghum",0.165,4.55,7.02,151.34,60.43,88.65,90.06,0.42,11.54,70.04,81.41
"571",104143,"USA016","PI 586089","Sorghum",0.25,3.46,5.86,157.45,62.7,89.04,92.48,0.45,14.2,70.63,83.23
"572",104154,"USA016","PI 586385","Sorghum",0.229,3.84,5.11,160.66,63.77,89.16,93.96,0.37,9.78,73.11,84.27
"573",104157,"USA016","PI 586505","Sorghum",0.252,4.26,4.94,161.33,64.24,89.26,94.38,0.44,12.93,71.42,84.61
"574",104774,"USA016","PI 206996","Sorghum",0.203,5.05,8.72,148.12,57.1,88.17,86.45,0.39,14.66,64.74,78.77
"575",104867,"USA016","PI 257292","Sorghum",0.274,3.4,6.93,155.8,60.72,88.7,90.24,0.39,13.41,70.2,81.6
"576",104892,"USA016","PI 267387","Sorghum",0.267,3.89,6.27,158.68,61.88,88.92,91.63,0.43,13.79,69.3,82.62
"577",104895,"USA016","PI 267469","Sorghum",0.27,3.63,6.35,156.75,61.69,88.87,91.43,0.4,11.68,70.99,82.44
"578",104897,"USA016","PI 267498","Sorghum",0.29,3.58,5.42,161.21,63.45,89.1,93.43,0.42,13.32,70.17,83.93
"579",104900,"USA016","PI 267615","Sorghum",0.29,3.88,6.27,158.09,61.84,88.88,91.63,0.4,13.84,69.54,82.6
"580",104979,"USA016","PI 287568","Sorghum",0.258,3.78,5.67,159.03,62.75,89.02,92.81,0.37,12.27,70.8,83.42
"581",104982,"USA016","PI 287698","Sorghum",0.281,3.94,5.73,159.34,62.8,89.05,92.73,0.44,12.56,71.01,83.38
"582",104983,"USA016","PI 591372","Sorghum",0.103,4.51,20.34,99.31,35.54,84.99,62.01,0.49,19.29,48.33,61.06
"583",105009,"USA016","PI 302278","Sorghum",0.223,3.82,6.45,158.73,61.53,88.84,91.22,0.37,11.44,70.98,82.27
"584",105010,"USA016","PI 302279","Sorghum",0.281,3.6,5.42,162.27,63.47,89.1,93.47,0.39,12.95,70.05,83.94
"585",105041,"USA016","PI 308211","Sorghum",0.262,3.41,5.4,162.67,63.48,89.14,93.51,0.38,12.49,71.16,83.98
"586",105042,"USA016","PI 308217","Sorghum",0.272,4.04,4.64,165.54,64.71,89.31,95.03,0.35,11.15,71.99,85.04
"587",105049,"USA016","PI 308435","Sorghum",0.269,3.7,5.68,161.35,62.82,89.07,92.77,0.41,12.9,70.45,83.39
"588",105050,"USA016","PI 308464","Sorghum",0.268,3.67,5.67,161.73,62.95,89.05,92.91,0.39,12.2,70.78,83.51
"589",105078,"USA016","PI 326289","Sorghum",0.223,6.03,6.8,156.64,60.77,88.72,90.53,0.5,15.09,67.72,81.76
"590",105528,"USA016","PI 475319","Sorghum",0.265,5.14,5.3,163.08,63.45,89.14,93.55,0.43,13.52,68.47,83.98
"591",105565,"USA016","PI 485798","Sorghum",0.287,5.01,5.72,160.87,62.74,89.02,92.71,0.43,14.36,68.47,83.35
"592",105608,"USA016","PI 499288","Sorghum",0.277,4.44,6.35,158.24,61.83,88.86,91.52,0.46,13.42,68.83,82.52
"593",105610,"USA016","PI 499299","Sorghum",0.262,4.35,4.76,164.15,64.56,89.24,94.78,0.4,12.19,70.67,84.89
"594",105612,"USA016","PI 499321","Sorghum",0.268,4.35,5.23,161.77,63.76,89.14,93.81,0.42,13.28,69.51,84.19
"595",105613,"USA016","PI 499327","Sorghum",0.273,4.22,5.19,161.81,63.75,89.12,93.91,0.38,12.32,70.33,84.22
"596",105673,"USA016","PI 510917","Sorghum",0.291,3.08,4.97,164.94,64.23,89.24,94.23,0.45,13.04,70.18,84.57
"597",105681,"USA016","PI 511798","Sorghum",0.281,3.78,6.32,158.26,61.69,88.87,91.43,0.46,14.58,67.89,82.43
"598",105814,"USA016","PI 526603","Sorghum",0.249,4.44,5.77,160.97,62.95,89.05,92.67,0.44,11.58,70.38,83.42
"599",105816,"USA016","PI 526638","Sorghum",0.264,3.93,5.36,161.89,63.54,89.13,93.45,0.39,9.54,72.43,83.99
"600",105831,"USA016","PI 527229","Sorghum",0.282,3.83,5.29,162.79,63.68,89.14,93.67,0.38,10.8,71.78,84.11
"601",105918,"USA016","PI 533614","Sorghum",0.296,3.95,6.96,156.63,60.7,88.72,90.18,0.44,14.95,67.74,81.55
"602",105919,"USA016","PI 533618","Sorghum",0.292,4.22,5.5,162.14,63.28,89.05,93.22,0.38,13.35,69.18,83.78
"603",105922,"USA016","PI 533747","Sorghum",0.28,4.36,6.29,157.73,61.88,88.93,91.54,0.48,14.1,68.35,82.59
"604",105925,"USA016","PI 533838","Sorghum",0.273,3.14,6.67,157.37,61.13,88.77,90.7,0.36,11.68,71.43,81.96
"605",105927,"USA016","PI 533953","Sorghum",0.225,4.64,6.76,156.92,60.95,88.75,90.58,0.46,13.16,68.92,81.82
"606",105928,"USA016","PI 533991","Sorghum",0.278,4.05,6.32,159.83,61.72,88.85,91.43,0.45,13.61,67.63,82.48
"607",105968,"USA016","PI 540793","Sorghum",0.27,4.36,5.46,162.53,63.13,89.06,93.24,0.39,11.99,69.41,83.74
"608",105973,"USA016","PI 542733","Sorghum",0.24,4.43,5.58,161.6,62.81,89.02,92.96,0.35,9.33,71.72,83.48
"609",105974,"USA016","PI 542763","Sorghum",0.25,5.14,5.29,161.95,63.39,89.1,93.55,0.46,12.47,69.29,83.95
"610",105994,"USA016","PI 547935","Sorghum",0.229,6.22,6.05,159.58,62.14,88.9,92.07,0.51,13.64,67.73,82.9
"611",105995,"USA016","PI 547962","Sorghum",0.271,5.43,5.62,161.52,63.03,89.03,92.89,0.41,11.82,70.19,83.55
"612",105996,"USA016","PI 547983","Sorghum",0.241,5.47,6.11,159.42,62.1,88.89,91.95,0.48,13.64,67.85,82.81
"613",105997,"USA016","PI 547999","Sorghum",0.242,5.72,4.95,163.03,63.96,89.17,94.25,0.45,12.33,68.56,84.45
"614",105998,"USA016","PI 548018","Sorghum",0.228,5.67,5.09,162.71,63.75,89.12,94.05,0.44,10.76,69.84,84.3
"615",106000,"USA016","PI 548031","Sorghum",0.221,5.63,6.22,158.28,61.93,88.86,91.72,0.51,13.01,67.74,82.65
"616",106009,"USA016","PI 552854","Sorghum",0.287,3.63,4.47,164.8,64.93,89.31,95.22,0.46,10.93,71.08,85.2
"617",106041,"USA016","PI 560472","Sorghum",0.269,3.83,6.07,155.01,62.26,88.92,92.09,0.43,13.64,70.64,82.91
"618",106042,"USA016","PI 560480","Sorghum",0.252,4.07,5.34,158.71,63.57,89.13,93.58,0.44,12.99,70.92,84.05
"619",106063,"USA016","PI 562756","Sorghum",0.238,3.3,4.99,159.84,64.02,89.21,94.3,0.38,12.81,71.42,84.49
"620",106064,"USA016","PI 562760","Sorghum",0.271,3.79,5.47,157.59,63.31,89.08,93.34,0.4,11.6,72.17,83.85
"621",106080,"USA016","PI 563402","Sorghum",0.253,3.67,5.34,158.17,63.51,89.12,93.55,0.4,13,71.18,84.05
"622",106083,"USA016","PI 563588","Sorghum",0.261,4.16,4.53,159.98,64.82,89.28,95.21,0.43,12.68,70.71,85.19
"623",106084,"USA016","PI 563593","Sorghum",0.225,3.05,5.78,157.75,62.6,89,92.57,0.33,9.73,73.47,83.26
"624",106085,"USA016","PI 563622","Sorghum",0.246,4.23,3.62,163.52,66.41,89.56,97.1,0.4,11.65,70.92,86.58
"625",106087,"USA016","PI 563727","Sorghum",0.267,3.9,4.93,159.41,64.15,89.19,94.42,0.39,12.45,71.5,84.6
"626",106088,"USA016","PI 563751","Sorghum",0.255,3.46,4.32,161.76,65.27,89.41,95.65,0.39,10.17,73.44,85.58
"627",106089,"USA016","PI 563779","Sorghum",0.25,4.74,4.57,160.73,64.91,89.32,95.15,0.45,11.94,70.36,85.22
"628",106090,"USA016","PI 563791","Sorghum",0.273,4.02,4.91,159.18,64.2,89.25,94.34,0.41,11.76,71.92,84.61
"629",106091,"USA016","PI 563799","Sorghum",0.192,3.81,6.31,155.2,61.59,88.84,91.55,0.34,10.32,72.54,82.46
"630",106097,"USA016","PI 565122","Sorghum",0.23,3.45,5.03,160.24,64.09,89.18,94.23,0.37,11.1,71.56,84.56
"631",106101,"USA016","PI 567808","Sorghum",0.193,5.06,6.32,154.86,61.61,88.85,91.52,0.46,14.26,69.85,82.45
"632",106102,"USA016","PI 567926","Sorghum",0.215,5.64,6.31,153.24,61.82,88.87,91.53,0.46,12.74,69.63,82.54
"633",106103,"USA016","PI 567965","Sorghum",0.21,4.83,6.7,151.46,60.97,88.76,90.72,0.51,14.38,68.94,81.88
"634",106396,"USA016","PI 599717","Sorghum",0.231,5.16,5.66,155.52,62.89,89.04,92.82,0.55,15.73,67.64,83.45
"635",106412,"USA016","PI 599731","Sorghum",0.22,3.85,5.57,155.93,62.92,89.05,93.05,0.44,13.48,69.58,83.56
"636",106413,"USA016","PI 599732","Sorghum",0.225,3.4,6.03,153.05,62.16,88.95,92.06,0.46,13.33,70.57,82.89
"637",106418,"USA016","PI 599862","Sorghum",0.244,3.5,6.11,155.27,62.08,88.91,91.94,0.33,10.98,71.2,82.84
"638",106419,"USA016","PI 599913","Sorghum",0.236,3.73,6.71,150.71,60.87,88.75,90.67,0.41,14.17,69.24,81.81
"639",106420,"USA016","PI 599929","Sorghum",0.227,3.29,6.57,153.02,61.25,88.81,91.01,0.42,13.33,70.17,82.12
"640",106421,"USA016","PI 599945","Sorghum",0.224,4.1,7.14,148.61,60.07,88.63,89.77,0.46,14.52,68.36,81.17
"641",106426,"USA016","PI 601833","Sorghum",0.246,3.26,6.38,154.72,61.46,88.86,91.33,0.37,11.25,70.75,82.35
"642",106427,"USA016","PI 601899","Sorghum",0.226,3.67,8.26,145.9,58.36,88.37,87.5,0.44,12.95,69.81,79.61
"643",106428,"USA016","PI 601911","Sorghum",0.205,3.68,9.38,140.93,56.25,88.07,85.07,0.47,14.1,68.63,77.8
"644",106436,"USA016","PI 602678","Sorghum",0.161,3.59,9.36,142.34,56.27,88.06,85.19,0.45,14.09,68.13,77.85
"645",106437,"USA016","PI 602698","Sorghum",0.234,3.63,5.57,156.32,63.05,89.03,93.07,0.38,11.61,70.65,83.67
"646",106438,"USA016","PI 602706","Sorghum",0.199,3.05,7.41,148.84,59.73,88.56,89.23,0.35,10.57,71.8,80.82
"647",106439,"USA016","PI 602789","Sorghum",0.245,3.64,7.11,151.36,60.27,88.7,89.77,0.47,15.29,68,81.22
"648",106440,"USA016","PI 602803","Sorghum",0.24,3.41,5.93,155.5,62.32,88.95,92.3,0.37,11.85,70.5,83.04
"649",106441,"USA016","PI 602810","Sorghum",0.255,3.4,6.73,153.21,61.05,88.76,90.71,0.4,12.57,70.05,81.89
"650",119930,"USA016","Grif 582","Sorghum",0.278,3.6,3.72,170.12,66.33,89.52,96.88,0.35,11.55,71.62,86.47
"651",120019,"USA016","Grif 7271","Sorghum",0.186,5.33,5.39,162.02,63.38,89.1,93.47,0.47,13.69,68.31,83.95
"652",120023,"USA016","PI 585371","Sorghum",0.247,3.06,5.92,156.58,62.64,89.01,92.4,0.43,13.9,70.18,83.21
"653",120046,"USA016","PI 586086","Sorghum",0.255,4.75,5.34,156.65,63.51,89.09,93.56,0.49,13.24,69.96,84.01
"654",120058,"USA016","PI 586440","Sorghum",0.237,3.51,5.61,157.03,62.99,89.05,92.95,0.37,11.2,72.7,83.59
"655",120059,"USA016","PI 586441","Sorghum",0.234,3.85,6.4,154.34,61.58,88.84,91.32,0.4,11.41,72.32,82.38
"656",120063,"USA016","PI 586503","Sorghum",0.257,4.26,5.93,155.27,62.47,88.96,92.36,0.43,13.75,70.74,83.08
"657",120064,"USA016","PI 586513","Sorghum",0.258,3.98,6.11,155.32,62.02,88.92,91.88,0.39,12.49,70.84,82.75
"658",120409,"USA016","PI 88002","Sorghum",0.218,5.51,5.6,160.8,63,89.05,93,0.42,12.49,70.16,83.58
"659",120440,"USA016","PI 92271","Sorghum",0.243,4.93,5.76,160.99,62.63,88.97,92.69,0.37,11.37,70.27,83.31
"660",120605,"USA016","PI 180003","Sorghum",0.226,4.5,7.48,154.05,59.57,88.55,89.07,0.4,12.84,69.35,80.66
"661",120710,"USA016","PI 215609","Sorghum",0.274,4.32,6.41,158.04,61.72,88.87,91.34,0.49,15.85,67.13,82.41
"662",120716,"USA016","PI 220405","Sorghum",0.2,5.76,7.37,151.66,59.63,88.51,89.34,0.47,16.39,64.34,80.86
"663",120732,"USA016","PI 236279","Sorghum",0.289,3.57,6.13,159.61,62.24,88.94,91.84,0.51,15.48,68.32,82.83
"664",120761,"USA016","PI 250230","Sorghum",0.251,4.53,5.79,159.46,62.06,88.9,91.94,0.4,14.43,67.52,82.79
"665",120785,"USA016","PI 257309","Sorghum",0.183,5.31,6.59,157.73,61.25,88.76,91,0.39,12.72,68.09,82.12
"666",120786,"USA016","PI 257324","Sorghum",0.171,4.38,6.74,156.87,60.92,88.72,90.64,0.39,11.79,69.66,81.82
"667",120806,"USA016","PI 267120","Sorghum",0.209,4.18,7.41,152.73,59.35,88.5,89.15,0.35,11.61,70.22,80.76
"668",120809,"USA016","PI 267489","Sorghum",0.206,3.95,7.56,152.93,59.53,88.54,88.93,0.41,12.37,69.73,80.58
"669",120891,"USA016","PI 291067","Sorghum",0.246,3.5,6.27,157.11,61.78,88.89,91.61,0.4,12.11,71.37,82.57
"670",120906,"USA016","PI 302131","Sorghum",0.229,4.66,6.59,155.44,61.05,88.76,90.92,0.42,13.14,68.75,82.02
"671",120921,"USA016","PI 305084","Sorghum",0.173,5.14,7.66,151,59.03,88.49,88.7,0.51,16.42,64.44,80.38
"672",120937,"USA016","PI 308301","Sorghum",0.271,3.46,5,164.25,64.18,89.23,94.23,0.37,10.54,72.9,84.53
"673",120943,"USA016","PI 308377","Sorghum",0.257,3.91,5.41,161.67,63.37,89.13,93.41,0.41,12.63,70.8,83.86
"674",120945,"USA016","PI 308442","Sorghum",0.281,3.87,5.13,162.68,63.92,89.19,93.98,0.41,12.5,71.34,84.31
"675",120946,"USA016","PI 308482","Sorghum",0.274,3.43,6.33,158.97,61.82,88.88,91.46,0.37,11.46,71.74,82.49
"676",120975,"USA016","PI 326290","Sorghum",0.237,4.7,5.98,159.76,62.2,88.95,92.18,0.46,12.4,69.76,82.94
"677",121433,"USA016","PI 474979","Sorghum",0.267,4.58,5.47,162.48,63.08,89.08,93.26,0.39,12.97,68.99,83.75
"678",121436,"USA016","PI 475077","Sorghum",0.271,4.83,5.52,161.41,63.11,89.1,93.14,0.44,14.93,68.87,83.67
"679",121527,"USA016","PI 499298","Sorghum",0.271,4.73,5.05,163.19,63.93,89.15,94.18,0.39,12.21,70.42,84.39
"680",121560,"USA016","PI 508112","Sorghum",0.274,4.95,5.24,162.67,63.67,89.15,93.74,0.44,14.45,68.59,84.12
"681",121703,"USA016","PI 526625","Sorghum",0.272,4.35,5.44,160.77,63.36,89.09,93.28,0.52,14.04,68.03,83.81
"682",121713,"USA016","PI 527052","Sorghum",0.257,3.9,5.16,162.99,63.82,89.17,93.91,0.46,13.24,69.24,84.26
"683",121801,"USA016","PI 533607","Sorghum",0.292,3.64,5.26,163.14,63.68,89.14,93.75,0.36,11.73,70.68,84.18
"684",121803,"USA016","PI 533758","Sorghum",0.249,3.69,7.62,154.11,59.51,88.5,88.91,0.36,11.49,70.13,80.63
"685",121807,"USA016","PI 533824","Sorghum",0.236,4.07,6.85,155.16,60.87,88.69,90.43,0.42,13.59,68.48,81.74
"686",121808,"USA016","PI 533840","Sorghum",0.276,3.82,6.13,159.5,62.19,88.92,91.96,0.45,14.07,68.2,82.87
"687",121810,"USA016","PI 533916","Sorghum",0.26,4.05,6.85,156.44,60.96,88.74,90.38,0.45,11.71,69.95,81.8
"688",121811,"USA016","PI 533954","Sorghum",0.284,4.62,6.28,158.28,61.94,88.9,91.58,0.58,15.84,66.84,82.6
"689",121812,"USA016","PI 533960","Sorghum",0.252,4.09,6.29,157.53,61.87,88.86,91.56,0.47,13.51,69.18,82.58
"690",121813,"USA016","PI 533961","Sorghum",0.285,3.86,5.06,164.18,64.06,89.17,94.15,0.46,14.2,68.86,84.43
"691",121814,"USA016","PI 534026","Sorghum",0.293,4.58,4.27,167.86,65.29,89.35,95.64,0.44,12.42,69.22,85.53
"692",121815,"USA016","PI 534039","Sorghum",0.258,4.14,7.05,156.36,60.48,88.67,90,0.44,12.08,69.45,81.39
"693",121816,"USA016","PI 534056","Sorghum",0.255,3.64,7.46,154.85,59.67,88.55,89.1,0.42,11.8,69.92,80.73
"694",121818,"USA016","PI 534137","Sorghum",0.285,3.21,4.86,166.37,64.38,89.24,94.54,0.39,11.54,71.36,84.73
"695",121819,"USA016","PI 534152","Sorghum",0.222,3.26,7.98,151.43,58.72,88.44,88.02,0.4,11.45,70.94,79.94
"696",121822,"USA016","PI 535804","Sorghum",0.218,5.17,11.03,142.91,52.95,87.55,81.56,0.47,14.89,59.04,75.35
"697",121857,"USA016","PI 542743","Sorghum",0.241,5.43,5.63,160.58,62.94,89.05,92.93,0.47,12.63,68.63,83.52
"698",121858,"USA016","PI 542751","Sorghum",0.257,5.11,4.61,165.67,64.71,89.3,94.99,0.52,13.9,67.98,85.06
"699",121859,"USA016","PI 542765","Sorghum",0.261,5.45,5.41,161.99,63.34,89.08,93.38,0.44,11.73,69.81,83.86
