"genesysId","instCode","acceNumb","genus"
"233188","USA016","PI 511282","Sorghum"
"233189","USA016","PI 511794","Sorghum"
"233190","USA016","PI 511823","Sorghum"
"233191","USA016","PI 511824","Sorghum"
"233268","USA016","PI 521694","Sorghum"
"233319","USA016","PI 526658","Sorghum"
"233328","USA016","PI 527094","Sorghum"
"233333","USA016","PI 527240","Sorghum"
"233334","USA016","PI 527248","Sorghum"
"233417","USA016","PI 532875","Sorghum"
"233422","USA016","PI 533901","Sorghum"
"233423","USA016","PI 533957","Sorghum"
"233424","USA016","PI 533975","Sorghum"
"233425","USA016","PI 533999","Sorghum"
"233427","USA016","PI 534057","Sorghum"
"233430","USA016","PI 534091","Sorghum"
"233431","USA016","PI 534099","Sorghum"
"233432","USA016","PI 534153","Sorghum"
"233457","USA016","PI 538361","Sorghum"
"233487","USA016","PI 543259","Sorghum"
"233491","USA016","PI 545546","Sorghum"
"233500","USA016","PI 547931","Sorghum"
"233501","USA016","PI 547949","Sorghum"
"233502","USA016","PI 547980","Sorghum"
"233506","USA016","PI 550603","Sorghum"
"233511","USA016","PI 550768","Sorghum"
"233512","USA016","PI 550838","Sorghum"
"233544","USA016","PI 560393","Sorghum"
"233545","USA016","PI 560419","Sorghum"
"233546","USA016","PI 560442","Sorghum"
"233556","USA016","PI 562218","Sorghum"
"233557","USA016","PI 562219","Sorghum"
"233567","USA016","PI 562709","Sorghum"
"233587","USA016","PI 563263","Sorghum"
"233590","USA016","PI 563429","Sorghum"
"233595","USA016","PI 563535","Sorghum"
"233596","USA016","PI 563564","Sorghum"
"233598","USA016","PI 563624","Sorghum"
"233599","USA016","PI 563627","Sorghum"
"233600","USA016","PI 563630","Sorghum"
"233601","USA016","PI 563664","Sorghum"
"233602","USA016","PI 563729","Sorghum"
"233603","USA016","PI 563753","Sorghum"
"233612","USA016","PI 565161","Sorghum"
"233616","USA016","PI 567803","Sorghum"
"233617","USA016","PI 567970","Sorghum"
"233618","USA016","PI 568031","Sorghum"
"233752","USA016","PI 586548","Sorghum"
"233899","USA016","PI 599714","Sorghum"
"233900","USA016","PI 599719","Sorghum"
"233908","USA016","PI 599727","Sorghum"
"233909","USA016","PI 599729","Sorghum"
"233910","USA016","PI 599750","Sorghum"
"233913","USA016","PI 599823","Sorghum"
"233914","USA016","PI 599831","Sorghum"
"233915","USA016","PI 599935","Sorghum"
"233916","USA016","PI 599939","Sorghum"
"233917","USA016","PI 599965","Sorghum"
"233920","USA016","PI 601827","Sorghum"
"233921","USA016","PI 601856","Sorghum"
"233922","USA016","PI 601862","Sorghum"
"233923","USA016","PI 601917","Sorghum"
"233930","USA016","PI 602746","Sorghum"
"247344","USA016","Grif 553","Sorghum"
"247346","USA016","Grif 610","Sorghum"
"247419","USA016","Grif 7265","Sorghum"
"247420","USA016","PI 585316","Sorghum"
"247421","USA016","PI 585317","Sorghum"
"247449","USA016","PI 586069","Sorghum"
"247450","USA016","PI 586074","Sorghum"
"247465","USA016","PI 586432","Sorghum"
"247467","USA016","PI 586436","Sorghum"
"247468","USA016","PI 586439","Sorghum"
"247470","USA016","PI 586463","Sorghum"
"247471","USA016","PI 586471","Sorghum"
"247780","USA016","PI 87355","Sorghum"
"247968","USA016","PI 173121","Sorghum"
"247974","USA016","PI 174379","Sorghum"
"247990","USA016","PI 179750","Sorghum"
"248067","USA016","PI 197542","Sorghum"
"248113","USA016","PI 220636","Sorghum"
"248148","USA016","PI 246708","Sorghum"
"248154","USA016","PI 248298","Sorghum"
"248185","USA016","PI 257294","Sorghum"
"248205","USA016","PI 267114","Sorghum"
"248219","USA016","PI 271620","Sorghum"
"248220","USA016","PI 271621","Sorghum"
"248301","USA016","PI 302135","Sorghum"
"248336","USA016","PI 308484","Sorghum"
"248824","USA016","PI 475280","Sorghum"
"248825","USA016","PI 475292","Sorghum"
"248866","USA016","PI 485777","Sorghum"
"248867","USA016","PI 485799","Sorghum"
"248924","USA016","PI 499326","Sorghum"
"248966","USA016","PI 510916","Sorghum"
"248967","USA016","PI 510928","Sorghum"
"249129","USA016","PI 526605","Sorghum"
"249147","USA016","PI 527151","Sorghum"
"249151","USA016","PI 527214","Sorghum"
"249153","USA016","PI 527431","Sorghum"
"249231","USA016","PI 533837","Sorghum"
"249232","USA016","PI 533841","Sorghum"
"249237","USA016","PI 533930","Sorghum"
"249238","USA016","PI 533945","Sorghum"
"249239","USA016","PI 533959","Sorghum"
"249247","USA016","PI 534138","Sorghum"
"249248","USA016","PI 534142","Sorghum"
"249256","USA016","PI 535781","Sorghum"
"249294","USA016","PI 540807","Sorghum"
"249300","USA016","PI 542764","Sorghum"
"249303","USA016","PI 542990","Sorghum"
"249311","USA016","PI 545552","Sorghum"
"249318","USA016","PI 547919","Sorghum"
"249319","USA016","PI 547953","Sorghum"
"249320","USA016","PI 547970","Sorghum"
"249321","USA016","PI 548021","Sorghum"
"249325","USA016","PI 550683","Sorghum"
"249327","USA016","PI 550771","Sorghum"
"249329","USA016","PI 550860","Sorghum"
"249360","USA016","PI 560416","Sorghum"
"249382","USA016","PI 562703","Sorghum"
"249383","USA016","PI 562725","Sorghum"
"249398","USA016","PI 563211","Sorghum"
"249403","USA016","PI 563395","Sorghum"
"249404","USA016","PI 563396","Sorghum"
"249405","USA016","PI 563508","Sorghum"
"249406","USA016","PI 563527","Sorghum"
"249408","USA016","PI 563584","Sorghum"
"249409","USA016","PI 563657","Sorghum"
"249410","USA016","PI 563673","Sorghum"
"249411","USA016","PI 563701","Sorghum"
"249412","USA016","PI 563721","Sorghum"
"249423","USA016","PI 565160","Sorghum"
"249430","USA016","PI 567957","Sorghum"
"249567","USA016","PI 584003","Sorghum"
"249704","USA016","PI 599696","Sorghum"
"249706","USA016","PI 599700","Sorghum"
"249723","USA016","PI 599736","Sorghum"
"249727","USA016","PI 599841","Sorghum"
"249728","USA016","PI 599848","Sorghum"
"249730","USA016","PI 599895","Sorghum"
"249731","USA016","PI 599946","Sorghum"
"249732","USA016","PI 599966","Sorghum"
"249737","USA016","PI 601933","Sorghum"
"249738","USA016","PI 601938","Sorghum"
"249739","USA016","PI 602015","Sorghum"
"249750","USA016","PI 602701","Sorghum"
"249751","USA016","PI 602749","Sorghum"
"249753","USA016","PI 602823","Sorghum"
"263351","USA016","PI 586496","Sorghum"
"263395","USA016","PI 22913","Sorghum"
"263722","USA016","PI 92261","Sorghum"
"263855","USA016","PI 166981","Sorghum"
"263891","USA016","PI 177158","Sorghum"
"263892","USA016","PI 177551","Sorghum"
"263897","USA016","PI 180004","Sorghum"
"263905","USA016","PI 181085","Sorghum"
"264062","USA016","PI 246699","Sorghum"
"264117","USA016","PI 267380","Sorghum"
"264174","USA016","PI 284972","Sorghum"
"264179","USA016","PI 287592","Sorghum"
"264202","USA016","PI 295122","Sorghum"
"264415","USA016","PI 408816","Sorghum"
"264665","USA016","PI 462052","Sorghum"
"264756","USA016","PI 475076","Sorghum"
"264767","USA016","PI 475435","Sorghum"
"264859","USA016","PI 499300","Sorghum"
"264905","USA016","PI 510911","Sorghum"
"264909","USA016","PI 511010","Sorghum"
"264918","USA016","PI 511290","Sorghum"
"264920","USA016","PI 511787","Sorghum"
"264921","USA016","PI 511789","Sorghum"
"265011","USA016","PI 521793","Sorghum"
"265078","USA016","PI 526706","Sorghum"
"265091","USA016","PI 526905","Sorghum"
"265095","USA016","PI 526951","Sorghum"
"265104","USA016","PI 527233","Sorghum"
"265106","USA016","PI 527432","Sorghum"
"265175","USA016","PI 532882","Sorghum"
"265176","USA016","PI 532883","Sorghum"
"265177","USA016","PI 532886","Sorghum"
"265181","USA016","PI 533821","Sorghum"
"265182","USA016","PI 533823","Sorghum"
"265187","USA016","PI 533988","Sorghum"
"265188","USA016","PI 533989","Sorghum"
"265232","USA016","PI 542730","Sorghum"
"265234","USA016","PI 542738","Sorghum"
"265235","USA016","PI 542753","Sorghum"
"265249","USA016","PI 547923","Sorghum"
"265251","USA016","PI 547982","Sorghum"
"265253","USA016","PI 547992","Sorghum"
"265254","USA016","PI 548006","Sorghum"
"265255","USA016","PI 548009","Sorghum"
"265257","USA016","PI 550777","Sorghum"
"265258","USA016","PI 550854","Sorghum"
"265286","USA016","PI 562174","Sorghum"
"265294","USA016","PI 562729","Sorghum"
"265303","USA016","PI 563120","Sorghum"
"265312","USA016","PI 563557","Sorghum"
"265313","USA016","PI 563559","Sorghum"
"265314","USA016","PI 563563","Sorghum"
"265319","USA016","PI 563748","Sorghum"
"265320","USA016","PI 563841","Sorghum"
"265327","USA016","PI 565119","Sorghum"
"265331","USA016","PI 567921","Sorghum"
"265332","USA016","PI 567935","Sorghum"
"265366","USA016","PI 569158","Sorghum"
"265481","USA016","PI 586539","Sorghum"
"265606","USA016","PI 599702","Sorghum"
"265619","USA016","PI 599730","Sorghum"
"265622","USA016","PI 599884","Sorghum"
"265623","USA016","PI 599927","Sorghum"
"265624","USA016","PI 599938","Sorghum"
"265625","USA016","PI 599963","Sorghum"
"265626","USA016","PI 599969","Sorghum"
"265631","USA016","PI 601908","Sorghum"
"265632","USA016","PI 601910","Sorghum"
"265633","USA016","PI 601930","Sorghum"
"265642","USA016","PI 602680","Sorghum"
"265643","USA016","PI 602689","Sorghum"
"265644","USA016","PI 602715","Sorghum"
"265645","USA016","PI 602730","Sorghum"
"265646","USA016","PI 602747","Sorghum"
"265647","USA016","PI 602808","Sorghum"
"265648","USA016","PI 602837","Sorghum"
"265988","USA016","PI 253646","Sorghum"
"279236","USA016","Grif 576","Sorghum"
"279238","USA016","Grif 626","Sorghum"
"279323","USA016","PI 585304","Sorghum"
"279324","USA016","PI 585330","Sorghum"
"279325","USA016","PI 585335","Sorghum"
"279329","USA016","PI 585478","Sorghum"
"279330","USA016","PI 585481","Sorghum"
"279357","USA016","PI 586072","Sorghum"
"279369","USA016","PI 586389","Sorghum"
"279373","USA016","PI 586452","Sorghum"
"279374","USA016","PI 586457","Sorghum"
"279377","USA016","PI 586532","Sorghum"
"279584","USA016","PI 63715","Sorghum"
"279599","USA016","PI 71309","Sorghum"
"279732","USA016","PI 92260","Sorghum"
"279733","USA016","PI 92264","Sorghum"
"279734","USA016","PI 92273","Sorghum"
"279890","USA016","PI 170803","Sorghum"
"279902","USA016","PI 173115","Sorghum"
"279906","USA016","PI 173808","Sorghum"
"279911","USA016","PI 174377","Sorghum"
"279916","USA016","PI 177163","Sorghum"
"280034","USA016","PI 219710","Sorghum"
"280056","USA016","PI 229879","Sorghum"
"280093","USA016","PI 250750","Sorghum"
"280104","USA016","PI 253637","Sorghum"
"280110","USA016","PI 257314","Sorghum"
"280119","USA016","PI 262563","Sorghum"
"280120","USA016","PI 262565","Sorghum"
"280132","USA016","PI 267118","Sorghum"
"280133","USA016","PI 267479","Sorghum"
"280205","USA016","PI 287562","Sorghum"
"280207","USA016","PI 287681","Sorghum"
"280220","USA016","PI 291200","Sorghum"
"280232","USA016","PI 297134","Sorghum"
"280233","USA016","PI 297136","Sorghum"
"280239","USA016","PI 302137","Sorghum"
"280267","USA016","PI 308268","Sorghum"
"280270","USA016","PI 308383","Sorghum"
"280314","USA016","PI 330819","Sorghum"
"280713","USA016","PI 475065","Sorghum"
"280717","USA016","PI 475150","Sorghum"
"280822","USA016","PI 499312","Sorghum"
"280823","USA016","PI 499315","Sorghum"
"280824","USA016","PI 499322","Sorghum"
"280876","USA016","PI 510897","Sorghum"
"280881","USA016","PI 510974","Sorghum"
"280882","USA016","PI 510993","Sorghum"
"280883","USA016","PI 511007","Sorghum"
"280894","USA016","PI 511827","Sorghum"
"280999","USA016","PI 522247","Sorghum"
"281064","USA016","PI 526992","Sorghum"
"281073","USA016","PI 527440","Sorghum"
"281160","USA016","PI 533795","Sorghum"
"281163","USA016","PI 533923","Sorghum"
"281166","USA016","PI 534100","Sorghum"
"281169","USA016","PI 534150","Sorghum"
"281170","USA016","PI 534155","Sorghum"
"281178","USA016","PI 535782","Sorghum"
"281221","USA016","PI 540509","Sorghum"
"281229","USA016","PI 542739","Sorghum"
"281230","USA016","PI 542759","Sorghum"
"281248","USA016","PI 547922","Sorghum"
"281249","USA016","PI 547979","Sorghum"
"281253","USA016","PI 550578","Sorghum"
"281258","USA016","PI 550765","Sorghum"
"281259","USA016","PI 550785","Sorghum"
"281260","USA016","PI 550829","Sorghum"
"281279","USA016","PI 555681","Sorghum"
"281296","USA016","PI 560431","Sorghum"
"281309","USA016","PI 562724","Sorghum"
"281326","USA016","PI 563375","Sorghum"
"281327","USA016","PI 563502","Sorghum"
"281328","USA016","PI 563538","Sorghum"
"281329","USA016","PI 563680","Sorghum"
"281330","USA016","PI 563726","Sorghum"
"281331","USA016","PI 563733","Sorghum"
"281332","USA016","PI 563796","Sorghum"
"281333","USA016","PI 563815","Sorghum"
"281343","USA016","PI 567938","Sorghum"
"281344","USA016","PI 567989","Sorghum"
"281608","USA016","PI 599706","Sorghum"
"281620","USA016","PI 599747","Sorghum"
"281622","USA016","PI 599840","Sorghum"
"281623","USA016","PI 599871","Sorghum"
"281624","USA016","PI 599907","Sorghum"
"281625","USA016","PI 599925","Sorghum"
"281626","USA016","PI 599942","Sorghum"
"281629","USA016","PI 601890","Sorghum"
"281630","USA016","PI 601900","Sorghum"
"281631","USA016","PI 601935","Sorghum"
"281633","USA016","PI 602019","Sorghum"
"281635","USA016","PI 602033","Sorghum"
"281640","USA016","PI 602677","Sorghum"
"281641","USA016","PI 602702","Sorghum"
"281642","USA016","PI 602733","Sorghum"
"281643","USA016","PI 602825","Sorghum"
"281644","USA016","PI 602833","Sorghum"
"295099","USA016","Grif 604","Sorghum"
"295179","USA016","PI 585309","Sorghum"
"295557","USA016","PI 88006","Sorghum"
"295585","USA016","PI 92270","Sorghum"
"295718","USA016","PI 166967","Sorghum"
"295728","USA016","PI 170783","Sorghum"
"295742","USA016","PI 173113","Sorghum"
"295757","USA016","PI 177079","Sorghum"
"295759","USA016","PI 177162","Sorghum"
"295762","USA016","PI 179502","Sorghum"
"295843","USA016","PI 197546","Sorghum"
"295899","USA016","PI 221726","Sorghum"
"295914","USA016","PI 229829","Sorghum"
"295998","USA016","PI 264397","Sorghum"
"296002","USA016","PI 267351","Sorghum"
"296007","USA016","PI 267521","Sorghum"
"296008","USA016","PI 267527","Sorghum"
"296082","USA016","PI 287661","Sorghum"
"296083","USA016","PI 287685","Sorghum"
"296120","USA016","PI 302260","Sorghum"
"296144","USA016","PI 308253","Sorghum"
"296147","USA016","PI 308378","Sorghum"
"296431","USA016","PI 454164","Sorghum"
"296649","USA016","PI 475098","Sorghum"
"296655","USA016","PI 475296","Sorghum"
"296657","USA016","PI 475357","Sorghum"
"296712","USA016","PI 495972","Sorghum"
"296743","USA016","PI 499986","Sorghum"
"296818","USA016","PI 511828","Sorghum"
"296848","USA016","PI 513734","Sorghum"
"296986","USA016","PI 527009","Sorghum"
"296987","USA016","PI 527045","Sorghum"
"296989","USA016","PI 527083","Sorghum"
"297070","USA016","PI 533794","Sorghum"
"297071","USA016","PI 533803","Sorghum"
"297072","USA016","PI 533831","Sorghum"
"297073","USA016","PI 533846","Sorghum"
"297077","USA016","PI 533994","Sorghum"
"297078","USA016","PI 534034","Sorghum"
"297079","USA016","PI 534044","Sorghum"
"297081","USA016","PI 534093","Sorghum"
"297082","USA016","PI 534121","Sorghum"
"297132","USA016","PI 542745","Sorghum"
"297153","USA016","PI 548054","Sorghum"
"297160","USA016","PI 550635","Sorghum"
"297161","USA016","PI 550669","Sorghum"
"297163","USA016","PI 550782","Sorghum"
"297164","USA016","PI 550796","Sorghum"
"297198","USA016","PI 560448","Sorghum"
"297200","USA016","PI 560501","Sorghum"
"297217","USA016","PI 562706","Sorghum"
"297222","USA016","PI 563025","Sorghum"
"297231","USA016","PI 563289","Sorghum"
"297234","USA016","PI 563392","Sorghum"
"297239","USA016","PI 563519","Sorghum"
"297240","USA016","PI 563536","Sorghum"
"297241","USA016","PI 563601","Sorghum"
"297242","USA016","PI 563656","Sorghum"
"297243","USA016","PI 563672","Sorghum"
"297244","USA016","PI 563682","Sorghum"
"297246","USA016","PI 563742","Sorghum"
"297247","USA016","PI 563750","Sorghum"
"297248","USA016","PI 563777","Sorghum"
"297249","USA016","PI 563808","Sorghum"
"297256","USA016","PI 565136","Sorghum"
"297257","USA016","PI 565164","Sorghum"
"297260","USA016","PI 567945","Sorghum"
"297262","USA016","PI 568008","Sorghum"
"297407","USA016","PI 586542","Sorghum"
"297557","USA016","PI 599834","Sorghum"
"297558","USA016","PI 599857","Sorghum"
"297559","USA016","PI 599936","Sorghum"
"297560","USA016","PI 599959","Sorghum"
"297567","USA016","PI 601834","Sorghum"
"297568","USA016","PI 601842","Sorghum"
"297569","USA016","PI 601845","Sorghum"
"297570","USA016","PI 601847","Sorghum"
"297571","USA016","PI 601863","Sorghum"
"297572","USA016","PI 601886","Sorghum"
"297573","USA016","PI 601937","Sorghum"
"297579","USA016","PI 602676","Sorghum"
"297580","USA016","PI 602708","Sorghum"
"297581","USA016","PI 602726","Sorghum"
"297582","USA016","PI 602732","Sorghum"
"297583","USA016","PI 602819","Sorghum"
"310966","USA016","Grif 502","Sorghum"
"310970","USA016","Grif 577","Sorghum"
"310971","USA016","PI 643108","Sorghum"
"310972","USA016","Grif 616","Sorghum"
"311118","USA016","PI 586381","Sorghum"
"311155","USA016","PI 19492","Sorghum"
"311646","USA016","PI 173120","Sorghum"
"311660","USA016","PI 177547","Sorghum"
"311672","USA016","PI 181074","Sorghum"
"311765","USA016","PI 206750","Sorghum"
"311806","USA016","PI 229831","Sorghum"
"311808","USA016","PI 229861","Sorghum"
"311834","USA016","PI 248281","Sorghum"
"311842","USA016","PI 250403","Sorghum"
"311859","USA016","PI 257293","Sorghum"
"311860","USA016","PI 257295","Sorghum"
"311861","USA016","PI 257325","Sorghum"
"311868","USA016","PI 260209","Sorghum"
"311882","USA016","PI 267126","Sorghum"
"311887","USA016","PI 267500","Sorghum"
"311905","USA016","PI 271622","Sorghum"
"311955","USA016","PI 287573","Sorghum"
"311981","USA016","PI 302129","Sorghum"
"312010","USA016","PI 308241","Sorghum"
"312052","USA016","PI 326293","Sorghum"
"312504","USA016","PI 475316","Sorghum"
"312505","USA016","PI 475364","Sorghum"
"312510","USA016","PI 475589","Sorghum"
"312600","USA016","PI 499324","Sorghum"
"312652","USA016","PI 510895","Sorghum"
"312653","USA016","PI 510902","Sorghum"
"312797","USA016","PI 526830","Sorghum"
"312888","USA016","PI 532234","Sorghum"
"312891","USA016","PI 532881","Sorghum"
"312900","USA016","PI 533748","Sorghum"
"312903","USA016","PI 533948","Sorghum"
"312905","USA016","PI 534065","Sorghum"
"312907","USA016","PI 534077","Sorghum"
"312908","USA016","PI 534131","Sorghum"
"312912","USA016","PI 535787","Sorghum"
"312929","USA016","PI 538372","Sorghum"
"312953","USA016","PI 540797","Sorghum"
"312971","USA016","PI 545577","Sorghum"
"312979","USA016","PI 548017","Sorghum"
"312980","USA016","PI 548052","Sorghum"
"312984","USA016","PI 550666","Sorghum"
"312986","USA016","PI 550802","Sorghum"
"312987","USA016","PI 550810","Sorghum"
"312988","USA016","PI 550824","Sorghum"
"312989","USA016","PI 550842","Sorghum"
"313031","USA016","PI 562742","Sorghum"
"313032","USA016","PI 562777","Sorghum"
"313033","USA016","PI 562778","Sorghum"
"313034","USA016","PI 562782","Sorghum"
"313037","USA016","PI 562887","Sorghum"
"313043","USA016","PI 562960","Sorghum"
"313054","USA016","PI 563383","Sorghum"
"313055","USA016","PI 563399","Sorghum"
"313058","USA016","PI 563462","Sorghum"
"313063","USA016","PI 563561","Sorghum"
"313064","USA016","PI 563587","Sorghum"
"313065","USA016","PI 563600","Sorghum"
"313067","USA016","PI 563614","Sorghum"
"313068","USA016","PI 563635","Sorghum"
"313077","USA016","PI 567917","Sorghum"
"313078","USA016","PI 567939","Sorghum"
"313337","USA016","PI 599701","Sorghum"
"313343","USA016","PI 599870","Sorghum"
"313344","USA016","PI 599898","Sorghum"
"313349","USA016","PI 601822","Sorghum"
"313350","USA016","PI 601839","Sorghum"
"313351","USA016","PI 601850","Sorghum"
"313352","USA016","PI 601901","Sorghum"
"313355","USA016","PI 602736","Sorghum"
"313356","USA016","PI 602759","Sorghum"
"313357","USA016","PI 602793","Sorghum"
"313358","USA016","PI 602797","Sorghum"
"313359","USA016","PI 602807","Sorghum"
"313360","USA016","PI 602826","Sorghum"
"326752","USA016","PI 643110","Sorghum"
"326841","USA016","Grif 7262","Sorghum"
"326842","USA016","Grif 7266","Sorghum"
"326845","USA016","PI 585314","Sorghum"
"326847","USA016","PI 585369","Sorghum"
"326874","USA016","PI 586383","Sorghum"
"327114","USA016","PI 81216","Sorghum"
"327223","USA016","PI 90267","Sorghum"
"327394","USA016","PI 174381","Sorghum"
"327417","USA016","PI 183085","Sorghum"
"327434","USA016","PI 192978","Sorghum"
"327484","USA016","PI 197548","Sorghum"
"327537","USA016","PI 229852","Sorghum"
"327580","USA016","PI 250233","Sorghum"
"327582","USA016","PI 251637","Sorghum"
"327591","USA016","PI 253642","Sorghum"
"327614","USA016","PI 266955","Sorghum"
"327615","USA016","PI 267109","Sorghum"
"327616","USA016","PI 267113","Sorghum"
"327619","USA016","PI 267494","Sorghum"
"327620","USA016","PI 267515","Sorghum"
"327681","USA016","PI 285002","Sorghum"
"327693","USA016","PI 591388","Sorghum"
"327723","USA016","PI 302140","Sorghum"
"327743","USA016","PI 305082","Sorghum"
"327762","USA016","PI 308219","Sorghum"
"327765","USA016","PI 308271","Sorghum"
"327767","USA016","PI 308303","Sorghum"
"327775","USA016","PI 308434","Sorghum"
"327958","USA016","PI 408822","Sorghum"
"328127","USA016","PI 455435","Sorghum"
"328308","USA016","PI 475078","Sorghum"
"328309","USA016","PI 475140","Sorghum"
"328318","USA016","PI 475432","Sorghum"
"328404","USA016","PI 499301","Sorghum"
"328405","USA016","PI 499313","Sorghum"
"328460","USA016","PI 510913","Sorghum"
"328464","USA016","PI 510991","Sorghum"
"328619","USA016","PI 526852","Sorghum"
"328628","USA016","PI 527095","Sorghum"
"328634","USA016","PI 527427","Sorghum"
"328717","USA016","PI 532188","Sorghum"
"328721","USA016","PI 533606","Sorghum"
"328727","USA016","PI 533853","Sorghum"
"328730","USA016","PI 534028","Sorghum"
"328731","USA016","PI 534117","Sorghum"
"328735","USA016","PI 535774","Sorghum"
"328771","USA016","PI 540511","Sorghum"
"328773","USA016","PI 540814","Sorghum"
"328776","USA016","PI 542719","Sorghum"
"328777","USA016","PI 542729","Sorghum"
"328778","USA016","PI 542741","Sorghum"
"328779","USA016","PI 542992","Sorghum"
"328787","USA016","PI 545556","Sorghum"
"328791","USA016","PI 547938","Sorghum"
"328793","USA016","PI 547944","Sorghum"
"328795","USA016","PI 547993","Sorghum"
"328801","USA016","PI 550627","Sorghum"
"328802","USA016","PI 550631","Sorghum"
"328804","USA016","PI 550791","Sorghum"
"328805","USA016","PI 550821","Sorghum"
"328807","USA016","PI 550859","Sorghum"
"328808","USA016","PI 550861","Sorghum"
"328809","USA016","PI 550864","Sorghum"
"328822","USA016","PI 555679","Sorghum"
"328830","USA016","PI 560378","Sorghum"
"328832","USA016","PI 560420","Sorghum"
"328833","USA016","PI 560428","Sorghum"
"328864","USA016","PI 563138","Sorghum"
"328870","USA016","PI 563240","Sorghum"
"328874","USA016","PI 563393","Sorghum"
"328877","USA016","PI 563479","Sorghum"
"328879","USA016","PI 563534","Sorghum"
"328880","USA016","PI 563573","Sorghum"
"328881","USA016","PI 563583","Sorghum"
"328882","USA016","PI 563594","Sorghum"
"328883","USA016","PI 563595","Sorghum"
"328884","USA016","PI 563602","Sorghum"
"328885","USA016","PI 563603","Sorghum"
"328888","USA016","PI 563636","Sorghum"
"328889","USA016","PI 563658","Sorghum"
"328890","USA016","PI 563725","Sorghum"
"328891","USA016","PI 563778","Sorghum"
"328892","USA016","PI 563798","Sorghum"
"328893","USA016","PI 563803","Sorghum"
"328905","USA016","PI 567913","Sorghum"
"328906","USA016","PI 567933","Sorghum"
"328907","USA016","PI 567951","Sorghum"
"328909","USA016","PI 568009","Sorghum"
"329062","USA016","PI 586583","Sorghum"
"329196","USA016","PI 599694","Sorghum"
"329209","USA016","PI 599873","Sorghum"
"329210","USA016","PI 599924","Sorghum"
"329211","USA016","PI 599955","Sorghum"
"329217","USA016","PI 601820","Sorghum"
"329218","USA016","PI 601852","Sorghum"
"329221","USA016","PI 602008","Sorghum"
"329229","USA016","PI 602696","Sorghum"
"329230","USA016","PI 602764","Sorghum"
"329231","USA016","PI 602779","Sorghum"
"329232","USA016","PI 602782","Sorghum"
"329233","USA016","PI 602784","Sorghum"
"342768","USA016","PI 586466","Sorghum"
"343121","USA016","PI 92268","Sorghum"
"343241","USA016","PI 164380","Sorghum"
"343247","USA016","PI 167122","Sorghum"
"343257","USA016","PI 170806","Sorghum"
"343268","USA016","PI 173117","Sorghum"
"343286","USA016","PI 175921","Sorghum"
"343294","USA016","PI 177161","Sorghum"
"343368","USA016","PI 196600","Sorghum"
"343425","USA016","PI 221727","Sorghum"
"343448","USA016","PI 236280","Sorghum"
"343480","USA016","PI 253795","Sorghum"
"343499","USA016","PI 262568","Sorghum"
"343517","USA016","PI 267129","Sorghum"
"343555","USA016","PI 275365","Sorghum"
"343557","USA016","PI 276834","Sorghum"
"343611","USA016","PI 302119","Sorghum"
"343613","USA016","PI 302261","Sorghum"
"343679","USA016","PI 326294","Sorghum"
"343813","USA016","PI 393561","Sorghum"
"343824","USA016","PI 408818","Sorghum"
"343844","USA016","PI 430467","Sorghum"
"344156","USA016","PI 475069","Sorghum"
"344191","USA016","PI 485776","Sorghum"
"344211","USA016","PI 495010","Sorghum"
"344247","USA016","PI 499307","Sorghum"
"344248","USA016","PI 499318","Sorghum"
"344264","USA016","PI 501568","Sorghum"
"344265","USA016","PI 501588","Sorghum"
"344304","USA016","PI 510901","Sorghum"
"344305","USA016","PI 510926","Sorghum"
"344320","USA016","PI 511829","Sorghum"
"344399","USA016","PI 521720","Sorghum"
"344415","USA016","PI 524578","Sorghum"
"344448","USA016","PI 526645","Sorghum"
"344454","USA016","PI 526807","Sorghum"
"344456","USA016","PI 526851","Sorghum"
"344539","USA016","PI 533786","Sorghum"
"344540","USA016","PI 533804","Sorghum"
"344541","USA016","PI 533819","Sorghum"
"344542","USA016","PI 533827","Sorghum"
"344543","USA016","PI 533849","Sorghum"
"344546","USA016","PI 533887","Sorghum"
"344547","USA016","PI 533921","Sorghum"
"344550","USA016","PI 533987","Sorghum"
"344555","USA016","PI 535775","Sorghum"
"344556","USA016","PI 535796","Sorghum"
"344593","USA016","PI 540817","Sorghum"
"344600","USA016","PI 542744","Sorghum"
"344612","USA016","PI 547909","Sorghum"
"344614","USA016","PI 547928","Sorghum"
"344615","USA016","PI 547942","Sorghum"
"344616","USA016","PI 548001","Sorghum"
"344617","USA016","PI 548013","Sorghum"
"344619","USA016","PI 548019","Sorghum"
"344620","USA016","PI 548022","Sorghum"
"344621","USA016","PI 548023","Sorghum"
"344623","USA016","PI 548055","Sorghum"
"344630","USA016","PI 550848","Sorghum"
"344631","USA016","PI 552818","Sorghum"
"344661","USA016","PI 560446","Sorghum"
"344695","USA016","PI 563088","Sorghum"
"344702","USA016","PI 563246","Sorghum"
"344706","USA016","PI 563390","Sorghum"
"344708","USA016","PI 563626","Sorghum"
"344710","USA016","PI 563694","Sorghum"
"344711","USA016","PI 563839","Sorghum"
"344712","USA016","PI 563850","Sorghum"
"344723","USA016","PI 567954","Sorghum"
"344724","USA016","PI 568016","Sorghum"
"345040","USA016","PI 599892","Sorghum"
"345041","USA016","PI 599944","Sorghum"
"345042","USA016","PI 599951","Sorghum"
"345057","USA016","PI 602682","Sorghum"
"345058","USA016","PI 602684","Sorghum"
